,Courses,Classes
1419," ENCW 3310 Intermediate Poetry Writing I
","11872 002WKS (3)Permission 12 / 12Brian TeareTh 10:00am - 12:30pmDawson's Row 1
"
1420," ENCW 3610 Intermediate Fiction Writing
","11873 001WKS (3)Permission 14 / 12Christopher TilghmanWe 2:00pm - 4:30pmBryan Hall 233
"
1421," ENCW 3610 Intermediate Fiction Writing
","11874 002WKS (3)Permission 10 / 12Thomas PierceTu 2:00pm - 4:30pmBryan Hall 334
"
1422," ENCW 4350 Advanced Nonfiction Writing
","17754 001WKS (3)Permission 14 / 12Jane AlisonWe 10:00am - 12:30pmShea House 211
"
1423," ENCW 4550 Topics in Literary Prose
","17762 001SEM (3)Permission 11 / 12Christopher TilghmanMo 2:00pm - 4:30pmNew Cabell Hall 315
"
1424," ENCW 4720 Area Program in Literary Prose Thesis Course
","17763 001SEM (3)Permission 5 / 12Micheline MarcomTh 2:00pm - 4:30pmDawson's Row 1
"
1425," ENCW 4810 Advanced Fiction Writing I
","11875 001WKS (3)Permission 12 / 12Elizabeth DentonWe 4:00pm - 6:30pmDawson's Row 1
"
1426," ENCW 4820 Poetry Program Poetics
","17764 001SEM (3)Permission12 / 12Kiki PetrosinoWe 1:00pm - 3:30pmDawson's Row 1
"
1427," ENCW 4830 Advanced Poetry Writing I
","17757 001WKS (3)Permission 13 / 12Debra NystromTh 2:00pm - 4:30pmBryan Hall 233
"
1428," ENCW 4920  -- Area Program in Poetry Writing Capstone Class
","17765 001SEM (3)Permission7 / 10Lisa SpaarTBATBA
"
1429," ENCW 7310 MFA Poetry Workshop
","11876 001WKS (3)Permission10 / 10Kiki PetrosinoMo 2:00pm - 4:30pmBryan Hall 233
"
1430," ENCW 7610 MFA Fiction Workshop
","13540 001WKS (3)Permission 8 / 10Jane AlisonMo 2:00pm - 4:30pmDawson's Row 1
"
1431," ENCW 8993 Independent Writing Project
","20427 001IND (3)Open1 / 30Maurice AppreyTBATBA
"
1432," ENCW 8999 MFA Non-Topical Research
","19999 001IND (1 - 12)Open10 / 30James LivingoodTBATBA
"
1433," ENCW 8999 MFA Non-Topical Research
","20000 002IND (1 - 12)Open2 / 30Kiki PetrosinoTBATBA
"
1434," ENCW 8999 MFA Non-Topical Research
","20001 003IND (1 - 12)Open2 / 30Brian TeareTBATBA
"
1435," ENCW 8999 MFA Non-Topical Research
","20002 004IND (1 - 12)Open3 / 30Debra NystromTBATBA
"
1436," ENCW 8999 MFA Non-Topical Research
","20003 005IND (1 - 12)Open3 / 30Lisa SpaarTBATBA
"
1437," ENCW 8999 MFA Non-Topical Research
","20004 006IND (1 - 12)Open2 / 30Christopher TilghmanTBATBA
"
1438," ENCW 8999 MFA Non-Topical Research
","20005 007IND (1 - 12)Open5 / 30Micheline MarcomTBATBA
"
1439," ENCW 8999 MFA Non-Topical Research
","20006 008IND (1 - 12)Open 0 / 30Jane AlisonTBATBA
"
1440," ENCW 8999 MFA Non-Topical Research
","20007 009IND (1 - 12)Open0 / 30Thomas PierceTBATBA
"
1441," ENGL 2500 Introduction to Literary Studies
","17769 001SEM (3)Wait List (4 / 199) 18 / 18Sarah BerkowitzTuTh 9:30am - 10:45amBryan Hall 332
"
1442," ENGL 2500 Introduction to Literary Studies
","17770 002SEM (3)Wait List (1 / 199) 18 / 18Sarah BerkowitzTuTh 11:00am - 12:15pmBryan Hall 332
"
1443," ENGL 2502 Masterpieces of English Literature
","17771 001SEM (3)Wait List (2 / 199) 18 / 18Casey IrelandMoWe 3:30pm - 4:45pmShannon House 111
"
1444," ENGL 2504 Major Authors of American Literature
","17772 001SEM (3)Wait List (2 / 199) 18 / 18Julia DauerMoWe 5:00pm - 6:15pmNew Cabell Hall 309
"
1445," ENGL 2506 Studies in Poetry
","17773 001SEM (3)Wait List (0 / 199) 18 / 18Micah HolmesMoWeFr 11:00am - 11:50amShannon House 108
"
1446," ENGL 2506 Studies in Poetry
","17774 002SEM (3)Open, WL (2 / 199) 17 / 18Walter JostTuTh 2:00pm - 3:15pmBryan Hall 330
"
1447," ENGL 2506 Studies in Poetry
","17797 003SEM (3)Wait List (0 / 199) 18 / 18Thomas BerenatoTuTh 3:30pm - 4:45pmNew Cabell Hall 309
"
1448," ENGL 2506 Studies in Poetry
","18187 004SEM (3)Wait List (1 / 199) 18 / 18Sarah StortiTuTh 2:00pm - 3:15pmNew Cabell Hall 594
"
1449," ENGL 2506 Studies in Poetry
","19454 005SEM (3)Open 16 / 18Walter JostTuTh 3:30pm - 4:45pmBryan Hall 330
"
1450," ENGL 2507 Studies in Drama
","17775 001SEM (3)Wait List (2 / 199) 18 / 18Adriana StreiferTuTh 11:00am - 12:15pmBryan Hall 334
"
1451," ENGL 2507 Studies in Drama
","17776 002SEM (3)Open 15 / 18Rebecca KastlemanTuTh 3:30pm - 4:45pmMaury Hall 110
"
1452," ENGL 2508 Studies in Fiction
","17777 001SEM (3)Wait List (11 / 199) 17 / 18Karen Chase LevensonTuTh 9:30am - 10:45amBryan Hall 334
"
1453," ENGL 2508 Studies in Fiction
","17778 002SEM (3)Open 14 / 18Natalie ThompsonMoWeFr 12:00pm - 12:50pmShannon House 108
"
1454," ENGL 2508 Studies in Fiction
","17799 003SEM (3)Wait List (2 / 199) 16 / 16Grace VasingtonMoWe 2:00pm - 3:15pmBryan Hall 203
"
1455," ENGL 2527 Shakespeare
","17798 001SEM (3)Wait List (3 / 199) 18 / 18Matthew DavisTuTh 9:30am - 10:45amNew Cabell Hall 058
"
1456," ENGL 2527 Shakespeare
","19457 002SEM (3)Wait List (0 / 199) 18 / 18Katharine MausMoWe 2:00pm - 3:15pmBryan Hall 235
"
1457," ENGL 2560 Contemporary Literature
","17779 001Lecture (3)Wait List (2 / 199) 18 / 18Grace AlvinoTuTh 5:00pm - 6:15pmWilson Hall 244
"
1458," ENGL 2570 Modern American Authors
","19749 001SEM (3)Wait List (2 / 199) 18 / 18Sophie AbramowitzTuTh 3:30pm - 4:45pmNew Cabell Hall 389
"
1459," ENGL 2572 Black Writers in America
","19990 001SEM (3)Wait List (2 / 199) 18 / 18Dionte HarrisMoWe 5:00pm - 6:15pmNew Cabell Hall 395
"
1460," ENGL 2592 Women in Literature
","17781 001SEM (3)Wait List (7 / 199)  17 / 17Susan FraimanTuTh 2:00pm - 3:15pmNew Cabell Hall 068
"
1461," ENGL 2599 Special Topics
","17792 001SEM (3)Open, WL (5 / 199) 16 / 18Sarah ColeMoWe 3:30pm - 4:45pmMonroe Hall 114
"
1462," ENGL 2599 Special Topics
","17793 002SEM (3)Wait List (2 / 199) 16 / 18Kathryn Webb-DestefanoMoWe 5:00pm - 6:15pmBryan Hall 334
"
1463," ENGL 2599 Special Topics
","17794 003SEM (3)Wait List (5 / 199) 18 / 18Lara MusserMoWe 2:00pm - 3:15pmMcLeod Hall 5060
"
1464," ENGL 2599 Special Topics
","17795 004SEM (3)Wait List (2 / 199) 18 / 18Lindgren JohnsonTuTh 2:00pm - 3:15pmShannon House 111
"
1465," ENGL 2599 Special Topics
","19455 005SEM (3)Open 12 / 16Jon D'ErricoMoWeFr 10:00am - 10:50amBryan Hall 310
"
1466," ENGL 2599 Special Topics
","19456 006SEM (3)Open 18 / 20Cynthia WallMoWe 2:00pm - 3:15pmBryan Hall 328
"
1467," ENGL 3002 History of Literatures in English II
","10145 100Lecture (3)Open, WL (2 / 199) 223 / 240John O'Brien+1MoWe 11:00am - 11:50amMaury Hall 209
"
1468," ENGL 3002 History of Literatures in English II
","10147 101Discussion (0)Open 14 / 15Stephen HagerTh 8:30am - 9:45amDawson's Row 1
"
1469," ENGL 3002 History of Literatures in English II
","10153 102Discussion (0)Wait List (0 / 199) 15 / 15Bridget ReillyTh 3:30pm - 4:45pmBryan Hall 235
"
1470," ENGL 3002 History of Literatures in English II
","10152 103Discussion (0)Closed 15 / 15Lloyd SyFr 10:00am - 11:15amDawson's Row 1
"
1471," ENGL 3002 History of Literatures in English II
","10151 104Discussion (0)Wait List (0 / 199) 15 / 15Lloyd SyFr 11:30am - 12:45pmDawson's Row 1
"
1472," ENGL 3002 History of Literatures in English II
","10150 105Discussion (0)Wait List (0 / 199) 15 / 15Lydia BrownTh 12:30pm - 1:45pmDawson's Row 1
"
1473," ENGL 3002 History of Literatures in English II
","10149 106Discussion (0)Wait List (0 / 199) 15 / 15Samuel WalkerWe 5:00pm - 6:15pmBryan Hall 233
"
1474," ENGL 3002 History of Literatures in English II
","10148 107Discussion (0)Wait List (2 / 199) 15 / 15Lydia BrownTh 11:00am - 12:15pmBrooks Hall 103
"
1475," ENGL 3002 History of Literatures in English II
","12006 108Discussion (0)Wait List (1 / 199) 15 / 15Josephine AdamsTh 2:00pm - 3:15pmDell 2 102
"
1476," ENGL 3002 History of Literatures in English II
","10146 109Discussion (0)Wait List (2 / 199) 15 / 15Monica DavidWe 3:30pm - 4:45pmNew Cabell Hall 032
"
1477," ENGL 3002 History of Literatures in English II
","12007 110Discussion (0)Wait List (0 / 199) 15 / 15Bridget ReillyTh 5:00pm - 6:15pmBryan Hall 233
"
1478," ENGL 3002 History of Literatures in English II
","12008 111Discussion (0)Wait List (2 / 199) 15 / 15Stephen HagerTh 12:30pm - 1:45pmBryan Hall 233
"
1479," ENGL 3002 History of Literatures in English II
","12186 112Discussion (0)Open 8 / 14Josephine AdamsTh 5:00pm - 6:15pmNew Cabell Hall 038
"
1480," ENGL 3002 History of Literatures in English II
","12266 113Discussion (0)Wait List (0 / 199) 15 / 15Samuel WalkerWe 6:30pm - 7:45pmNew Cabell Hall 064
"
1481," ENGL 3002 History of Literatures in English II
","12311 114Discussion (0)Open 10 / 15Monica DavidTh 5:00pm - 6:15pmNew Cabell Hall 042
"
1482," ENGL 3002 History of Literatures in English II
","12312 115Discussion (0)Wait List (1 / 199) 15 / 15Courtney WattsWe 5:00pm - 6:15pmBryan Hall 312
"
1483," ENGL 3002 History of Literatures in English II
","13183 116Discussion (0)Open 11 / 15Courtney WattsWe 6:30pm - 7:45pmNew Cabell Hall 066
"
1484," ENGL 3025 African American English
","17854 001Lecture (3)Wait List (2 / 199) 29 / 30Connie SmithTuTh 11:00am - 12:15pmNew Cabell Hall 485
"
1485," ENGL 3100 Old Icelandic Literature in Translation
","17806 001Lecture (3)Wait List (5 / 199) 30 / 30John CasteenTuTh 3:30pm - 4:45pmBryan Hall 328
"
1486," ENGL 3161 Chaucer I
","17807 001Lecture (3)Open 17 / 30John BugbeeTuTh 9:30am - 10:45amBryan Hall 328
"
1487," ENGL 3260 Milton
","19645 001Lecture (3)Wait List (3 / 199) 25 / 25Clare KinneyTuTh 2:00pm - 3:15pmMaury Hall 113
"
1488," ENGL 3273 Shakespeare: Tragedies and Romances
","17809 100Lecture (3)Wait List (9 / 199) 66 / 60Katharine MausMoWe 12:00pm - 12:50pmGilmer Hall 190
"
1489," ENGL 3273 Shakespeare: Tragedies and Romances
","17813 101Discussion (0)Wait List (3 / 199) 15 / 15Tucker KumanWe 1:00pm - 1:50pmBryan Hall 334
"
1490," ENGL 3273 Shakespeare: Tragedies and Romances
","17815 103Discussion (0)Open, WL (4 / 199) 14 / 15Tucker KumanWe 5:00pm - 5:50pmBryan Hall 203
"
1491," ENGL 3273 Shakespeare: Tragedies and Romances
","17816 104Discussion (0)Wait List (2 / 199) 15 / 15Andie WatermanTh 3:30pm - 4:20pmNew Cabell Hall 287
"
1492," ENGL 3273 Shakespeare: Tragedies and Romances
","17817 105Discussion (0)Wait List (0 / 199) 15 / 15Andie WatermanTh 4:30pm - 5:20pmNew Cabell Hall 207
"
1493," ENGL 3310 Eighteenth-Century Women Writers
","17819 001Lecture (3)Wait List (7 / 199) 29 / 30Alison HurleyTuTh 11:00am - 12:15pmWilson Hall 214
"
1494," ENGL 3380 The English Novel I
","17820 001Lecture (3)Wait List (3 / 199) 30 / 30Cynthia WallMoWe 3:30pm - 4:45pmBryan Hall 328
"
1495," ENGL 3430 American Literature to 1865
","17856 001Lecture (3)Wait List (1 / 199) 30 / 30Julia DauerMoWe 2:00pm - 3:15pmWilson Hall 238
"
1496," ENGL 3482 The Fiction of Empire
","17821 001Lecture (3)Wait List (1 / 199) 30 / 30Paul CantorMoWe 3:30pm - 4:45pmWilson Hall 238
"
1497," ENGL 3500 Studies in English Literature
","17822 001Lecture (3)Closed 30 / 30Brad PasanekTuTh 2:00pm - 3:15pmBryan Hall 328
"
1498," ENGL 3540 Studies in Nineteenth-Century Literature
","17823 001Lecture (3)Wait List (11 / 199)30 / 30Cristina GriffinTuTh 12:30pm - 1:45pmDell 2 100
"
1499," ENGL 3559 New Course in English Literature
","17852 001Lecture (3)Wait List (8 / 199) 15 / 20Lorna MartensTuTh 11:00am - 12:15pmNew Cabell Hall 395
"
1500," ENGL 3559 New Course in English Literature
","17853 002Lecture (3)Open, WL (2 / 199) 9 / 20Lorna MartensTuTh 2:00pm - 3:15pmNew Cabell Hall 209
"
1501," ENGL 3560 Studies in Modern and Contemporary Literature
","17824 001Lecture (3)Open, WL (2 / 199)9 / 24Njelle HamiltonMoWe 3:30pm - 4:45pmNew Cabell Hall 338
"
1502," ENGL 3570 Studies in American Literature
","19545 001Lecture (3)Wait List (1 / 199) 29 / 30Mark EdmundsonTuTh 12:30pm - 1:45pmNew Cabell Hall 485
"
1503," ENGL 3610 Global Cultural Studies
","12624 100Lecture (3)Wait List (13 / 199) 130 / 165Michael LevensonMoWe 1:00pm - 1:50pmNau Hall 101
"
1504," ENGL 3610 Global Cultural Studies
","12625 101Discussion (0)Wait List (2 / 199) 10 / 15Daniel ZimmermanWe 4:00pm - 4:50pmNew Cabell Hall 056
"
1505," ENGL 3610 Global Cultural Studies
","12626 102Discussion (0)Wait List (2 / 199) 12 / 15Daniel ZimmermanWe 5:00pm - 5:50pmNau Hall 241
"
1506," ENGL 3610 Global Cultural Studies
","12627 103Discussion (0)Wait List (1 / 199) 14 / 15Samantha WallaceWe 6:00pm - 6:50pmNew Cabell Hall 415
"
1507," ENGL 3610 Global Cultural Studies
","12628 104Discussion (0)Wait List (1 / 199) 14 / 15Austyn JamesWe 5:00pm - 5:50pmBryan Hall 330
"
1508," ENGL 3610 Global Cultural Studies
","12629 105Discussion (0)Wait List (0 / 199) 12 / 15Heidi SiegristTh 5:00pm - 5:50pmNew Cabell Hall 111
"
1509," ENGL 3610 Global Cultural Studies
","12630 106Discussion (0)Open, WL (2 / 199) 11 / 15Wei LiuTh 6:00pm - 6:50pmNew Cabell Hall 066
"
1510," ENGL 3610 Global Cultural Studies
","12631 107Discussion (0)Wait List (2 / 199) 11 / 18Michael LevensonWe 4:00pm - 4:50pmNew Cabell Hall 283
"
1511," ENGL 3610 Global Cultural Studies
","12632 108Discussion (0)Wait List (2 / 199) 12 / 15Austyn JamesWe 6:00pm - 6:50pmNew Cabell Hall 068
"
1512," ENGL 3610 Global Cultural Studies
","12633 109Discussion (0)Wait List (2 / 199) 13 / 15Samantha WallaceWe 5:00pm - 5:50pmNau Hall 142
"
1513," ENGL 3610 Global Cultural Studies
","12634 110Discussion (0)Wait List (1 / 199) 12 / 15Heidi SiegristTh 3:00pm - 3:50pmNew Cabell Hall 056
"
1514," ENGL 3610 Global Cultural Studies
","13646 111Discussion (0)Wait List (0 / 199) 9 / 15Wei LiuTh 5:00pm - 5:50pmNew Cabell Hall 332
"
1515," ENGL 3740 Introduction to Asian American Studies
","17827 100Lecture (3)Open, WL (1 / 199) 16 / 60Sylvia ChongMoWe 10:00am - 10:50amMaury Hall 104
"
1516," ENGL 3740 Introduction to Asian American Studies
","17828 101Discussion (0)Wait List (1 / 199) 3 / 15JiaYuan HuangWe 1:00pm - 1:50pmShannon House 108
"
1517," ENGL 3740 Introduction to Asian American Studies
","17829 102Discussion (0)Wait List (0 / 199) 6 / 15JiaYuan HuangWe 2:00pm - 2:50pmShannon House 108
"
1518," ENGL 3740 Introduction to Asian American Studies
","17830 103Discussion (0)Wait List (0 / 199) 4 / 15JiaYuan HuangFr 1:00pm - 1:50pmBryan Hall 334
"
1519," ENGL 3740 Introduction to Asian American Studies
","17831 104Discussion (0)Open 3 / 15JiaYuan HuangFr 2:00pm - 2:50pmBryan Hall 310
"
1520," ENGL 3940 Tutoring Peer Writers
","19709 001SEM (3)Open 13 / 16Marcus MeadeTuTh 12:30pm - 1:45pmMechanical Engineering 305
"
1521," ENGL 3960 The Lyric
","17832 001Lecture (3)Open 20 / 30John ParkerMoWe 2:00pm - 3:15pmDell 2 100
"
1522," ENGL 3972 History of Drama II: Neo-Classicism to Now
","17857 001Lecture (3)Open 13 / 30Rebecca KastlemanTuTh 12:30pm - 1:45pmBryan Hall 328
"
1523," ENGL 4270 Shakespeare Seminar
","17833 001SEM (3)Wait List (5 / 199) 15 / 15John ParkerMoWe 12:30pm - 1:45pmBryan Hall 233
"
1524," ENGL 4520 Seminar in Renaissance Literature
","17834 001SEM (3)Open15 / 18Rebecca RushTuTh 12:30pm - 1:45pmBryan Hall 330
"
1525," ENGL 4530 Seminar in Eighteenth-Century Literature
","17835 001SEM (3)Open6 / 18Kelly FlemingTuTh 12:30pm - 1:45pmCocke Hall 101
"
1526," ENGL 4540 Seminar in Nineteenth-Century Literature
","17837 001SEM (3)Open8 / 18Paul CantorTuTh 3:30pm - 4:45pmNew Cabell Hall 209
"
1527," ENGL 4540 Seminar in Nineteenth-Century Literature
","17858 002SEM (3)Open11 / 18Indu OhriMoWe 3:30pm - 4:45pmNew Cabell Hall 594
"
1528," ENGL 4559 New Course in English Literature
","17838 001Lecture (3)Wait List (1 / 199)18 / 18Lisa WoolforkTuTh 9:30am - 10:45amBryan Hall 312
"
1529," ENGL 4560 Seminar in Modern and Contemporary Literature
","18188 003SEM (3)Wait List (0 / 199)11 / 18Njelle HamiltonMoWe 2:00pm - 3:15pmBryan Hall 310
"
1530," ENGL 4561 Seminar in Modern Literature and Culture
","17841 001SEM (3)Open 7 / 18Kelli ShermeyerMoWe 5:00pm - 6:15pmMaury Hall 113
"
1531," ENGL 4561 Seminar in Modern Literature and Culture
","17842 002SEM (3)Open16 / 18Mark EdmundsonTuTh 3:30pm - 4:45pmMaury Hall 113
"
1532," ENGL 4561 Seminar in Modern Literature and Culture
","18189 003SEM (3)Open13 / 18Jahan RamazaniMoWe 2:00pm - 3:15pmLower West Oval Room 102
"
1533," ENGL 4561 Seminar in Modern Literature and Culture
","18190 004SEM (3)Wait List (4 / 199)8 / 18Sandhya ShuklaTuTh 12:30pm - 1:45pmBryan Hall 235
"
1534," ENGL 4561 Seminar in Modern Literature and Culture
","19739 005SEM (3)Open11 / 18Christopher KrentzMoWe 2:00pm - 3:15pmNew Cabell Hall 594
"
1535," ENGL 4570 Seminar in American Literature since 1900
","17845 001SEM (3)Wait List (5 / 199) 9 / 18Marlon RossTh 3:30pm - 6:00pmNew Cabell Hall 183
"
1536," ENGL 4580 Seminar in Literary Criticism
","17847 001SEM (3)Open, WL (1 / 199) 17 / 18Rita FelskiMoWe 3:30pm - 4:45pmBryan Hall 332
"
1537," ENGL 4580 Seminar in Literary Criticism
","18191 002SEM (3)Wait List (0 / 199)8 / 18K. Ian GrandisonTu 5:00pm - 7:30pmShannon House 109
"
1538," ENGL 4590 Seminar in Literary Genres
","17850 002SEM (3)Wait List (7 / 199) 18 / 18Karen Chase LevensonTuTh 12:30pm - 1:45pmBryan Hall 334
"
1539," ENGL 4999 Distinguished Majors Program
","17849 001IND (3)Permission7 / 18John ParkerTBATBA
"
1540," ENGL 5101 Beowulf
","17862 001SEM (3)Open8 / 20Peter BakerTuTh 11:00am - 12:15pmBryan Hall 328
"
1541," ENGL 5559 New Course in English Literature
","17863 001SEM (3)Permission17 / 18Clare KinneyTuTh 11:00am - 12:15pmBryan Hall 310
"
1542," ENGL 5559 New Course in English Literature
","17864 002SEM (3)Open11 / 15James KinneyMoWe 11:00am - 12:15pmBryan Hall 233
"
1543," ENGL 5559 New Course in English Literature
","18192 003SEM (3)Permission13 / 18Mrinalini ChakravortyMoWe 5:00pm - 6:15pmWilson Hall 238
"
1544," ENGL 5559 New Course in English Literature
","18193 004SEM (3)Open10 / 18Caroline RodyTuTh 2:00pm - 3:15pmBryan Hall 203
"
1545," ENGL 5830 Introduction to World Religions, World Literatures
","13206 001SEM (3)Open5 / 18Caroline RodyTuTh 2:00pm - 3:15pmBryan Hall 203
"
1546," ENGL 5831 Proseminar in World Religions, World Literature
","13208 001SEM (1)Open3 / 14Peter OchsWe 2:00pm - 3:00pmFayerweather Hall 208
"
1547," ENGL 5900 Counterpoint Seminar in Teaching Modern Literature
","18198 001SEM (3)Open8 / 19Hallie RichmondMo 6:30pm - 9:00pmNew Cabell Hall 191
"
1548," ENGL 8330 Early American Literature
","17879 001Lecture (3)Open14 / 15Anna BrickhouseWe 5:00pm - 7:30pmBryan Hall 235
"
1549," ENGL 8520 Studies in Renaissance Literature
","17878 001SEM (3)Open8 / 15Rebecca RushTuTh 9:30am - 10:45amBryan Hall 233
"
1550," ENGL 8540 Studies in Nineteenth-Century Literature
","17880 001SEM (3)Open14 / 15Victoria OlwellTuTh 12:30pm - 1:45pmNew Cabell Hall 594
"
1551," ENGL 8540 Studies in Nineteenth-Century Literature
","20333 002SEM (3)Open5 / 18Paul CantorTuTh 3:30pm - 4:45pmNew Cabell Hall 209
"
1552," ENGL 8559 New Course in English Literature
","17881 001Lecture (3)Open, WL (1 / 199)11 / 15Sandhya ShuklaTu 3:30pm - 6:00pmMaury Hall 115
"
1553," ENGL 8559 New Course in English Literature
","17883 002Lecture (3)Open14 / 15Bruce HolsingerTu 4:00pm - 6:30pmBryan Hall 233
"
1554," ENGL 8559 New Course in English Literature
","18194 003Lecture (3)Open12 / 20John UnsworthMoWe 4:00pm - 5:15pmWilson Hall 244
"
1555," ENGL 8596 Form and Theory of Poetry
","17888 001SEM (3)Permission15 / 16Brian TeareTu 3:30pm - 6:00pmNew Cabell Hall 287
"
1556," ENGL 8598 Form and Theory of Fiction
","17893 001SEM (3)Permission10 / 14Micheline MarcomWe 2:00pm - 4:30pmBrooks Hall 103
"
1557," ENGL 8900 Pedagogy Seminar
","17882 001SEM (1 - 3)Open11 / 14Tamika CareyTh 5:00pm - 7:30pmNew Cabell Hall 056
"
1558," ENGL 8900 Pedagogy Seminar
","19054 002SEM (1 - 3)Open 8 / 18Kevin SmithWe 5:00pm - 7:30pmWilson Hall 214
"
1559," ENGL 8900 Pedagogy Seminar
","19673 003SEM (1)Open 9 / 18James LivingoodMo 1:00pm - 1:50pmBryan Hall 334
"
1560," ENGL 8993 Independent Study
","18195 001IND (1 - 3)Permission3 / 3Sylvia ChongTBATBA
"
1561," ENGL 8993 Independent Study
","20537 002IND (1 - 3)Permission1 / 30Rita FelskiTBATBA
"
1562," ENGL 8993 Independent Study
","20538 003IND (1 - 3)Permission0 / 30Julia MahoneyTBATBA
"
1563," ENGL 8993 Independent Study
","20542 004IND (1 - 3)Permission0 / 30Herbert TuckerTBATBA
"
1564," ENGL 8998 M.A. Thesis
","17889 002IND (3)Open9 / 30Caroline RodyTBATBA
"
1565," ENGL 8999 Non-Topical Research, Preparation for Research
","17890 001IND (1 - 12)Open11 / 60Caroline RodyTBATBA
"
