,Department,Course_Num,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Meeting_Time,Meeting_Dates,Professor
5649,SYS,6582,18668,004,Lecture,3,25,Olsson Hall 018, 11:00am - 11:50am,MoWeFr,Robert Riggs
5650,SYS,6582,20627,005,Lecture,3,15,Olsson Hall 105, 2:00pm - 4:30pm,We,Laura Barnes
5651,SYS,6993,20795,001,IND,1 - 12,30,TBA,TBA,,Afsaneh Doryab
5652,SYS,6995,16394,001,IND,1 - 12,30,TBA,TBA,,Don Brown
5653,SYS,6995,16426,002,IND,1 - 12,30,TBA,TBA,,Laura Barnes
5654,SYS,7002,16055,700,Lecture,3,40,TBA,TBA,,William Scherer
5655,SYS,7096,15161,001,Lecture,1,50,Olsson Hall 009, 2:00pm - 3:15pm,Fr,Garrick Louis
5656,SYS,7096,16058,700,Lecture,1,40,TBA,TBA,,Garrick Louis+1
5657,SYS,7993,15506,001,IND,1 - 12,1,TBA,TBA,,Don Brown
5658,SYS,7993,15507,002,IND,1 - 12,4,TBA,TBA,,Peter Beling
5659,SYS,8995,16420,001,IND,1 - 12,30,TBA,TBA,,Gregory Gerling
5660,SYS,8995,15536,002,IND,1 - 12,30,TBA,TBA,,Garrick Louis
5661,SYS,8995,16427,003,IND,1 - 12,30,TBA,TBA,,Laura Barnes
5662,SYS,8995,15662,004,IND,1 - 12,30,TBA,TBA,,James Lambert
5663,SYS,8995,16098,005,IND,1 - 12,30,TBA,TBA,,Cody Fleming
5664,SYS,8995,20417,006,IND,1 - 12,30,TBA,TBA,,Inki Kim
5665,SYS,8995,20569,007,IND,1 - 12,30,TBA,TBA,,Brian Smith
5666,SYS,8999,15163,001,IND,1 - 12,30,TBA,TBA,,Reid Bailey
5667,SYS,8999,16026,002,IND,1 - 12,30,TBA,TBA,,William Scherer
5668,SYS,8999,15414,003,IND,1 - 12,30,TBA,TBA,,Peter Beling
5669,SYS,8999,15415,004,IND,1 - 12,30,TBA,TBA,,Don Brown
5670,SYS,8999,15419,005,IND,1 - 12,30,TBA,TBA,,Roman Krzysztofowicz
5671,SYS,8999,15759,006,IND,1 - 12,30,TBA,TBA,,Cody Fleming
5672,SYS,8999,15421,007,IND,1 - 12,30,TBA,TBA,,Garrick Louis
5673,SYS,8999,15422,008,IND,1 - 12,30,TBA,TBA,,James Lambert
5674,SYS,8999,15417,009,IND,1 - 12,30,TBA,TBA,,Gregory Gerling
5675,SYS,8999,15632,010,IND,1 - 12,30,TBA,TBA,,Laura Barnes
5676,SYS,9997,15164,001,IND,1 - 12,30,TBA,TBA,,Reid Bailey
5677,SYS,9997,15441,002,IND,1 - 12,30,TBA,TBA,,Peter Beling
5678,SYS,9997,15540,003,IND,1 - 12,30,TBA,TBA,,Don Brown
5679,SYS,9997,15570,004,IND,1 - 12,30,TBA,TBA,,Laura Barnes
5680,SYS,9997,15825,005,IND,1 - 12,30,TBA,TBA,,James Lambert
5681,SYS,9997,16415,006,IND,1 - 12,30,TBA,TBA,,Kenneth Lichtendahl
5682,SYS,9997,15443,007,IND,1 - 12,30,TBA,TBA,,Roman Krzysztofowicz
5683,SYS,9997,15824,008,IND,1 - 12,30,TBA,TBA,,Stephanie Guerlain
5684,SYS,9997,15444,009,IND,1 - 12,30,TBA,TBA,,William Scherer
5685,SYS,9997,15445,010,IND,1 - 12,30,TBA,TBA,,Garrick Louis
5686,SYS,9997,16355,011,IND,1 - 12,30,TBA,TBA,,Michael Porter
5687,SYS,9997,15496,012,IND,1 - 12,30,TBA,TBA,,Nicola Bezzo
5688,SYS,9997,15501,013,IND,1 - 12,30,TBA,TBA,,James Lark
5689,SYS,9997,15539,014,IND,1 - 12,30,TBA,TBA,,Gregory Gerling
5690,SYS,9997,15746,015,IND,1 - 12,30,TBA,TBA,,Kenneth Crowther
5691,SYS,9997,20607,016,IND,1 - 12,30,TBA,TBA,,Brian Smith
5692,SYS,9997,20608,017,IND,1 - 12,30,TBA,TBA,,ARTHUR SMALL
5693,SYS,9997,20736,018,IND,1 - 12,30,TBA,TBA,,Jonathan Kropko
5694,SYS,9997,20756,019,IND,1 - 12,30,TBA,TBA,,Afsaneh Doryab
5695,SYS,9999,15877,001,IND,1 - 12,30,TBA,TBA,,K. White
5696,SYS,9999,15423,002,IND,1 - 12,30,TBA,TBA,,Reid Bailey
5697,SYS,9999,15878,003,IND,1 - 12,30,TBA,TBA,,Nicola Bezzo
5698,SYS,9999,15424,004,IND,1 - 12,30,TBA,TBA,,Peter Beling
5699,SYS,9999,15425,005,IND,1 - 12,30,TBA,TBA,,Don Brown
5700,SYS,9999,15758,006,IND,1 - 12,30,TBA,TBA,,Cody Fleming
5701,SYS,9999,15573,007,IND,1 - 12,30,TBA,TBA,,Laura Barnes
5702,SYS,9999,16290,008,IND,1 - 12,30,TBA,TBA,,Lu Feng
5703,SYS,9999,16282,009,IND,1 - 12,30,TBA,TBA,,Marc Breton
5704,SYS,9999,15426,010,IND,1 - 12,30,TBA,TBA,,Gregory Gerling
5705,SYS,9999,15432,011,IND,1 - 12,30,TBA,TBA,,Garrick Louis
5706,SYS,9999,15431,012,IND,1 - 12,30,TBA,TBA,,William Scherer
5707,SYS,9999,15430,013,IND,1 - 12,30,TBA,TBA,,James Lambert
5708,SYS,9999,15429,014,IND,1 - 12,30,TBA,TBA,,Roman Krzysztofowicz
5709,SYS,9999,19944,015,IND,1 - 12,30,TBA,TBA,,Tong Chen
5710,SYS,9999,20227,016,IND,1 - 12,30,TBA,TBA,,Sara Riggs
5711,SYS,9999,20248,017,IND,1 - 12,30,TBA,TBA,,Tariq Iqbal
5712,SYS,9999,20416,018,IND,1 - 12,30,TBA,TBA,,Robert Riggs
5713,SYS,9999,20670,019,IND,1 - 12,30,TBA,TBA,,Julianne Quinn
5714,SYS,9999,20673,020,IND,1 - 12,30,TBA,TBA,,Michael Porter
5715,EDHS,1120,14745,1,Lecture,3,40,Ruffner Hall 127, 2:00pm - 3:15pm,TuTh,Melissa Levy
5716,EDHS,2230,14877,1,Lecture,3,54,Ruffner Hall G006, 3:30pm - 4:45pm,MoWe,Elisabeth Pleszkoch
5717,EDHS,2240,14649,1,Lecture,3,70,Ruffner Hall G004, 6:30pm - 9:00pm,Mo,Elisabeth Pleszkoch
5718,EDHS,2250,14857,1,Lecture,3,60,Dell 1 105, 3:30pm - 6:00pm,Mo,Blaire Cholewa
5719,EDHS,2460,19058,1,Lecture,3,22,Ruffner Hall 173, 9:30am - 10:45am,TuTh,Jane Hilton
5720,EDHS,2900,14775,1,PRA,1,30,Contact Department, 3:30pm - 4:30pm,Mo,Melissa Levy
5721,EDHS,2900,14886,2,PRA,1,16,Ruffner Hall 125, 3:30pm - 4:30pm,Mo,Jaronda Miller-Bryant
5722,EDHS,3055,14743,1,Lecture,3,25,Dell 1 105, 11:00am - 12:15pm,TuTh,Dewey Cornell
5723,EDHS,3070,14960,1,Lecture,3,136,pbell Hall 153, 12:30pm - 1:45pmCam,TuTh,Elgin Cleckley
5724,EDHS,3110,14871,1,Lecture,3,25,Ruffner Hall 139, 9:30am - 10:45am,TuTh,Rose Nevill
5725,EDHS,3200,14802,1,Lecture,3,60,TBA, 11:00am - 12:15pm,TuTh,Paul Harris
5726,EDHS,3240,18145,1,Lecture,3,30,Ruffner Hall 175, 2:00pm - 3:15pm,TuTh,Jamie Leonard
5727,EDHS,3250,14652,1,Lecture,3,40,Ruffner Hall 179, 11:00am - 12:15pm,TuTh,Amanda Flora
5728,EDHS,3400,19243,1,Lecture,1.5,30,TBA,TBA,,Melissa Levy
5729,EDHS,3895,14780,1,Lecture,3,40,Ruffner Hall 177, 3:30pm - 6:00pm,Tu,Michael Mason
5730,EDHS,3985,14965,1,PRA,1 - 6,30,TBA,TBA,,Christopher Mazurek
5731,EDHS,4030,14800,1,Lecture,3,120,Physics Bldg 204, 5:00pm - 6:15pm,TuTh,Filip Loncke+1
5732,EDHS,4040,14827,1,Lecture,3,67,Ruffner Hall G004, 11:00am - 12:15pm,TuTh,Nicholas Barone
5733,EDHS,4150,17738,1,Lecture,3,40,Ruffner Hall 137, 12:30pm - 1:45pm,TuTh,Kristin Roush
5734,EDHS,4400,19244,1,Lecture,3,7,Contact Department, 9:30am - 12:00pm,We,Melissa Levy
5735,EDHS,4810,14488,001,Lecture,3,80,Ruffner Hall G004, 3:30pm - 6:00pm,Mo,Timothy Rambo
5736,EDHS,4993,15012,001,IND,1 - 6,30,TBA,TBA,,Kazlin Mason
5737,EDHS,4993,19913,002,IND,1 - 6,30,TBA,TBA,,Michael Hull
5738,EDHS,4993,20108,003,IND,1 - 6,30,TBA,TBA,,Chauncey Smith
5739,EDHS,4993,20411,004,IND,1 - 6,30,TBA,TBA,,Peter Sheras
5740,EDHS,4993,14581,006,IND,1 - 6,30,TBA,TBA,,LaVae Hoffman
5741,EDHS,4993,14582,007,IND,1 - 6,30,TBA,TBA,,Filip Loncke
5742,EDHS,4995,20797,001,IND,1 - 6,30,TBA,TBA,,Rose Nevill
5743,EDHS,4995,14966,002,IND,1 - 6,30,TBA,TBA,,Jessika Bottiani
5744,EDHS,4995,19872,003,IND,1 - 6,30,TBA,TBA,,Jason Downer
5745,EDHS,4995,14974,004,IND,1 - 6,30,TBA,TBA,,Amanda Williford
5746,EDHS,4995,14906,005,IND,1 - 6,30,TBA,TBA,,Micah Mazurek
5747,EDHS,4995,15011,007,IND,1 - 6,30,TBA,TBA,,Nicholas Barone
5748,EDHS,4995,15021,011,IND,1 - 6,30,TBA,TBA,,Michael Lyons
5749,EDHS,5220,14949,1,SEM,3,20,TBA,TBA,,Amanda Flora
5750,EDHS,5400,19924,1,SEM,3,20,Dell 2 100, 3:30pm - 6:00pm,Mo,Chauncey Smith
5751,EDHS,5993,15009,1,IND,1 - 6,30,TBA,TBA,,Amanda Flora
5752,EDHS,5993,20111,2,IND,1 - 6,30,TBA,TBA,,Amanda Cheetham
5753,EDHS,5993,20568,3,IND,1 - 6,30,TBA,TBA,,Michael Mason
5754,EDHS,6010,15000,1,Lecture,3,30,Contact Department, 12:30pm - 3:00pm,We,Antoinette Thomas
5755,EDHS,7020,14858,1,Lecture,2,40,Ruffner Hall 127, 2:00pm - 3:50pm,Fr,Randall Robey
5756,EDHS,7140,14621,1,Lecture,2,40,Ruffner Hall 179, 8:00am - 8:50am,MoWe,Jane Hilton
5757,EDHS,7200,14803,1,Lecture,3,30,Ruffner Hall 173, 12:30pm - 1:45pm,TuTh,Paul Harris
5758,EDHS,7220,14489,001,Lecture,3,40,Ruffner Hall 137, 2:00pm - 4:30pm,Mo,Amanda Flora
5759,EDHS,7225,18157,1,Lecture,3,30,Physics Bldg 218, 2:00pm - 4:30pm,Tu,Erin Horn
5760,EDHS,7240,14490,001,Lecture,3,40,Ruffner Hall 137, 5:00pm - 7:30pm,Mo,Julia Taylor
5761,EDHS,7290,14651,1,Lecture,3,24,Ruffner Hall 175, 6:30pm - 9:00pm,We,Erin Knape
5762,EDHS,7300,14491,001,Lecture,3,25,TBA, 2:00pm - 4:30pm,Tu,Derick Williams
5763,EDHS,7630,14623,1,SEM,3,8,Ruffner Hall 123, 2:00pm - 4:30pm,We,Michael Lyons
5764,EDHS,8030,14492,001,Lecture,3,40,Ruffner Hall 127, 11:00am - 12:15pm,TuTh,Randall Robey
5765,EDHS,8100,14493,001,Lecture,3,40,Ruffner Hall 127, 9:30am - 10:45am,TuTh,LaVae Hoffman
5766,EDHS,8130,14494,001,Lecture,3,35,Ruffner Hall 127, 8:00am - 9:15am,TuTh,Nicholas Barone
5767,EDHS,8150,14527,001,SEM,1 - 6,40,Ruffner Hall G004, 8:00am - 9:50am,Fr,Kazlin Mason
5768,EDHS,8170,20123,1,Lecture,1 - 6,30,TBA,TBA,,Jane Hilton
5769,EDHS,8240,14526,001,Lecture,3,30,Ruffner Hall 177, 6:30pm - 9:00pm,Tu,Elisabeth Pleszkoch
5770,EDHS,8290,14495,001,Lecture,3,7,Ruffner Hall 123, 11:00am - 12:15pm,TuTh,Antoinette Thomas
5771,EDHS,8290,14740,002,Lecture,3,7,Ruffner Hall 123, 12:30pm - 1:45pm,TuTh,Antoinette Thomas
5772,EDHS,8290,14747,003,Lecture,3,7,Ruffner Hall 123, 9:30am - 10:45am,TuTh,Derick Williams+1
5773,EDHS,8340,14496,001,Lecture,3,45,Dell 1 105, 3:30pm - 6:00pm,We,Blaire Cholewa
5774,EDHS,8390,14497,001,Lecture,6,6,Contact Department, 11:00am - 1:45pm,Tu,Derick Williams
5775,EDHS,8390,14776,002,Lecture,6,6,Contact Department, 11:00am - 1:45pm,We,Blaire Cholewa
5776,EDHS,8390,14777,003,Lecture,6,6,Contact Department, 11:00am - 1:45pm,We,Joseph Williams
5777,EDHS,8390,14778,004,Lecture,6,6,Contact Department, 11:00am - 1:45pm,We,Julia Taylor
5778,EDHS,8500,20725,1,Lecture,3,10,TBA, 3:30pm - 6:00pm,Mo,Scott Gest
5779,EDHS,8670,14498,001,Lecture,3,9,Dell 2 103, 3:30pm - 6:00pm,Tu,Micah Mazurek
5780,EDHS,8690,14499,001,PRA,1 - 6,10,Ruffner Hall 125, 12:30pm - 1:45pm,TuTh,Michael Lyons
5781,EDHS,8691,14530,001,PRA,1 - 3,50,Ruffner Hall G004, 10:00am - 10:50am,Fr,Kazlin Mason
5782,EDHS,8700,14779,001,Lecture,1 - 6,30,TBA,TBA,,Julia Blodgett
5783,EDHS,8700,14567,002,Lecture,1 - 6,30,TBA,TBA,,Matthew Yoder
5784,EDHS,8700,17706,003,Lecture,1 - 6,30,TBA,TBA,,Elena Tuerk
5785,EDHS,8730,14500,001,Lecture,3,25,Ruffner Hall 127, 5:00pm - 7:30pm,We,Daphne Ingene+1
5786,EDHS,8750,18158,1,Lecture,3,20,Physics Bldg 218, 2:00pm - 4:30pm,Th,Patrick Tolan
5787,EDHS,8800,20076,1,PRA,12,30,TBA,TBA,,Jane Hilton
5788,EDHS,9740,14823,1,IND,1 - 6,10,TBA,TBA,,Jason Downer
5789,EDHS,9761,14528,001,Lecture,3,16,Contact Department, 9:30am - 10:45am,TuTh,Elena Tuerk
5790,EDHS,9995,14573,001,IND,1 - 12,30,TBA,TBA,,Amanda Williford
5791,EDHS,9995,14809,002,IND,1 - 12,30,TBA,TBA,,Catherine Bradshaw
5792,EDHS,9995,14810,003,IND,1 - 12,30,TBA,TBA,,Patrick Tolan
5793,EDHS,9995,18159,004,IND,1 - 12,30,TBA,TBA,,Chauncey Smith
5794,EDHS,9995,14586,005,IND,1 - 12,30,TBA,TBA,,Dewey Cornell
5795,EDHS,9995,14881,006,IND,1 - 12,30,TBA,TBA,,Michael Lyons
5796,EDHS,9995,14638,009,IND,1 - 12,30,TBA,TBA,,Jason Downer
5797,EDHS,9995,14924,010,IND,1 - 12,30,TBA,TBA,,Micah Mazurek
5798,EDHS,9995,14925,011,IND,1 - 12,30,TBA,TBA,,Valerie Adams-Bass
5799,EDHS,9998,14502,002,IND,3 - 12,35,TBA,TBA,,Jane Hilton
5800,EDHS,9998,14853,003,IND,3 - 12,30,TBA,TBA,,Nicholas Barone
5801,EDHS,9998,14882,004,IND,3 - 12,30,TBA,TBA,,Valerie Adams-Bass
5802,EDHS,9998,14883,005,IND,3 - 12,30,TBA,TBA,,Michael Lyons
5803,EDHS,9998,14926,006,IND,3 - 12,30,TBA,TBA,,Micah Mazurek
5804,EDHS,9998,14550,008,IND,3 - 12,30,TBA,TBA,,Robert Pianta
5805,EDHS,9998,14579,009,IND,3 - 12,30,TBA,TBA,,Dewey Cornell
5806,EDHS,9998,14585,014,IND,3 - 12,30,TBA,TBA,,Filip Loncke
5807,EDHS,9998,14596,020,IND,3 - 12,30,TBA,TBA,,LaVae Hoffman
5808,EDHS,9998,14597,022,IND,3 - 12,30,TBA,TBA,,Chauncey Smith
5809,EDHS,9998,14598,023,IND,3 - 12,30,TBA,TBA,,Patrick Tolan
5810,EDHS,9998,14599,024,IND,3 - 12,30,TBA,TBA,,Jason Downer
5811,EDHS,9998,14600,025,IND,3 - 12,30,TBA,TBA,,Amanda Williford
5812,EDHS,9998,14770,027,IND,3 - 12,30,TBA,TBA,,Catherine Bradshaw
5813,EDHS,9999,14592,001,IND,3 - 12,30,TBA,TBA,,Filip Loncke
5814,EDHS,9999,14771,002,IND,3 - 12,30,TBA,TBA,,Catherine Bradshaw
5815,EDHS,9999,14927,003,IND,3 - 12,30,TBA,TBA,,Valerie Adams-Bass
5816,EDHS,9999,20454,004,IND,3 - 12,30,TBA,TBA,,Michael Lyons
5817,EDHS,9999,14547,006,IND,3 - 12,30,TBA,TBA,,Antoinette Thomas
5818,EDHS,9999,14548,009,IND,3 - 12,30,TBA,TBA,,Dewey Cornell
5819,EDHS,9999,14633,011,IND,3 - 12,30,TBA,TBA,,Amanda Williford
5820,EDHS,9999,14549,012,IND,3 - 12,30,TBA,TBA,,Robert Pianta
5821,EDHS,9999,14814,15,IND,3 - 12,30,TBA,TBA,,Patrick Tolan
5822,EDHS,9999,14580,016,IND,3 - 12,30,TBA,TBA,,Chauncey Smith
5823,EDHS,9999,14583,017,IND,3 - 12,30,TBA,TBA,,Jason Downer
5824,EDHS,9999,14584,018,IND,3 - 12,30,TBA,TBA,,Micah Mazurek
5825,EDLF,2050,18885,1,Lecture,3,170,Ruffner Hall G008, 2:00pm - 4:30pm,We,Jacqueline Jodl
5826,EDLF,2080,14875,1,Lecture,3,40,Ruffner Hall 137, 9:30am - 10:45am,TuTh,Michael Hull
5827,EDLF,2080,14876,2,Lecture,3,50,Ruffner Hall G006, 3:30pm - 4:45pm,TuTh,Michael Hull
5828,EDLF,3000,14928,1,Lecture,3,30,Ruffner Hall 173, 2:00pm - 3:15pm,MoWe,Scott Gest
5829,EDLF,3150,14929,002,Lecture,3,35,Ruffner Hall 177, 2:00pm - 3:15pm,TuTh,Natalia Palacios
5830,EDLF,3160,14520,001,Lecture,3,40,Ruffner Hall 179, 3:30pm - 6:00pm,Th,Erik Ruzek
5831,EDLF,3170,14829,1,Lecture,3,30,Ruffner Hall 139, 2:00pm - 3:15pm,MoWe,Beverly Sweeney
5832,EDLF,3170,14901,2,Lecture,3,40,Dell 2 103, 3:30pm - 6:00pm,We,Chauncey Smith
5833,EDLF,3180,14830,1,Lecture,3,40,Ruffner Hall 127, 10:00am - 10:50am,MoWeFr,Beverly Sweeney
5834,EDLF,3200,14648,1,Lecture,3,55,Ruffner Hall G004, 9:30am - 10:45am,TuTh,Veronica Katz
5835,EDLF,3240,14796,1,Lecture,3,28,Ruffner Hall 175, 3:30pm - 6:00pm,Mo,Wendy Wood
5836,EDLF,3240,14885,2,Lecture,3,36,Ruffner Hall 137, 3:30pm - 6:00pm,Tu,Danielle Wingfield-Smith
5837,EDLF,3420,19751,1,Lecture,3,60,McLeod Hall 2005, 2:00pm - 3:15pm,TuTh,Molly Harry
5838,EDLF,3440,14521,001,Lecture,3,60,Dell 1 105, 2:00pm - 3:15pm,TuTh,Diane Whaley
5839,EDLF,3460,18175,1,Lecture,3,30,Ruffner Hall 175, 2:00pm - 3:15pm,MoWe,Joanna Williams
5840,EDLF,3610,14828,1,Lecture,3,82,Ruffner Hall G004, 3:30pm - 6:00pm,We,Natalia Palacios
5841,EDLF,4993,14908,001,IND,1 - 6,30,TBA,TBA,,Nancy Deutsch
5842,EDLF,4993,14999,002,IND,1 - 6,30,TBA,TBA,,Benjamin Castleman
5843,EDLF,4993,14631,003,IND,1 - 6,30,TBA,TBA,,Walter Heinecke
5844,EDLF,4993,14851,007,IND,1 - 6,30,TBA,TBA,,Derrick Alridge
5845,EDLF,4995,14836,1,IND,1 - 6,30,TBA,TBA,,Nancy Deutsch
5846,EDLF,4995,20102,001,IND,1 - 6,30,TBA,TBA,,Joanna Williams
5847,EDLF,4995,19873,002,IND,1 - 6,30,TBA,TBA,,Jessica Whittaker
5848,EDLF,4995,14979,003,IND,1 - 6,30,TBA,TBA,,Beth Schueler
5849,EDLF,4995,14970,3,IND,1 - 6,30,TBA,TBA,,Derrick Alridge
5850,EDLF,4995,14837,6,IND,1 - 6,30,TBA,TBA,,Jennifer LoCasale-Crouch
5851,EDLF,4995,14976,007,IND,1 - 6,30,TBA,TBA,,Diane Hoffman
5852,EDLF,4995,14895,9,IND,1 - 6,30,TBA,TBA,,Diane Whaley
5853,EDLF,4995,14909,010,IND,1 - 6,30,TBA,TBA,,Sara Rimm-Kaufman
5854,EDLF,4995,14905,11,IND,1 - 6,30,TBA,TBA,,Benjamin Castleman
5855,EDLF,4995,20361,011,IND,1 - 6,30,TBA,TBA,,Khara Turnbull
5856,EDLF,4995,14982,013,IND,1 - 6,30,TBA,TBA,,Daphna Bassok
5857,EDLF,5160,18850,500,Lecture,3,20,Web-Based Course, 12:02am - 12:04am,Mo,Laurie Grocholski
5858,EDLF,5260,14878,1,Lecture,3,55,TBA, 9:30am - 10:45am,TuTh,Jamie Jirout
5859,EDLF,5270,14860,1,Lecture,3,24,Ruffner Hall 173, 11:00am - 12:15pm,TuTh,Diane Whaley
5860,EDLF,5330,14739,1,Lecture,3,30,Ruffner Hall 175, 12:30pm - 1:45pm,TuTh,Jim Soland
5861,EDLF,5425,14861,1,Lecture,3,25,Physics Bldg 218, 6:30pm - 9:00pm,Mo,David Storm
5862,EDLF,5700,14872,1,SEM,3,25,Physics Bldg 210, 3:30pm - 6:00pm,Mo,Joanna Williams
5863,EDLF,5711,19655,1,Lecture,3,30,Ruffner Hall 177, 3:30pm - 6:00pm,Th,Diane Hoffman
5864,EDLF,5993,20409,001,IND,1 - 6,30,TBA,TBA,,Robert Leffers
5865,EDLF,5993,14983,002,IND,1 - 6,30,TBA,TBA,,Gerald Starsia
5866,EDLF,5993,20694,003,IND,1 - 6,30,TBA,TBA,,Sara Rimm-Kaufman
5867,EDLF,5993,14838,007,IND,1 - 6,30,TBA,TBA,,Jamie Jirout
5868,EDLF,6020,14764,1,Lecture,3,20,Physics Bldg 210, 6:30pm - 9:00pm,Th,Willie Williams
5869,EDLF,7110,14930,1,SEM,1,50,Ruffner Hall G006, 9:00am - 10:30am,Fr,Robert Leffers
5870,EDLF,7120,14931,1,SEM,3,25,Ruffner Hall 177, 3:30pm - 6:00pm,Mo,Christian Steinmetz
5871,EDLF,7120,14932,2,SEM,3,25,Ruffner Hall 173, 3:30pm - 6:00pm,Mo,Robert Leffers
5872,EDLF,7130,14824,1,Lecture,3,25,Ruffner Hall 179, 2:00pm - 3:15pm,MoWe,Christian Steinmetz
5873,EDLF,7132,14642,1,Lecture,3,20,Ruffner Hall 173, 3:30pm - 6:00pm,Tu,Robert Leffers
5874,EDLF,7140,18882,500,Lecture,3,21,Web-Based Course, 5:00pm - 8:00pm,Tu,Maureen Boland+101/21 
5875,EDLF,7200,19847,1,Lecture,3,20,Ruffner Hall 175, 3:30pm - 6:00pm,Th,Natalia Palacios
5876,EDLF,7290,14933,1,SEM,1 - 3,25,Physics Bldg 210, 6:30pm - 7:20pm,We,Beverly Sweeney
5877,EDLF,7403,18177,1,Lecture,3,25,Ruffner Hall 175, 3:30pm - 6:00pm,We,Michael Hull
5878,EDLF,7404,14750,001,Lecture,3,34,Ruffner Hall 179, 3:30pm - 6:00pm,Tu,Nancy Deutsch
5879,EDLF,7420,14840,1,Lecture,3,40,Ruffner Hall 137, 11:00am - 12:15pm,TuTh,Timothy Konold
5880,EDLF,7601,18851,500,Lecture,3,20,Web-Based Course, 12:06am - 12:08am,Mo,Sharon Shaffer
5881,EDLF,7602,14862,1,Lecture,3,20,Physics Bldg 218, 6:00pm - 8:30pm,Tu,Derrick Alridge
5882,EDLF,7602,18862,500,Lecture,3,20,Web-Based Course, 12:10am - 12:12am,Mo,Benjamin Paxton
5883,EDLF,7605,18863,500,Lecture,3,24,Web-Based Course, 12:14am - 12:16am,Mo,Diane Hoffman
5884,EDLF,7805,18886,500,Lecture,3,20,Web-Based Course, 5:00pm - 8:00pm,We,June Baptist01/22 
5885,EDLF,7806,18888,500,Lecture,3,20,Web-Based Course, 5:00pm - 8:00pm,Th,Davis Clement01/16 
5886,EDLF,7808,18966,500,Lecture,3,20,Web-Based Course, 5:00pm - 8:00pm,Mo,Stewart Roberson01/13 
5887,EDLF,7810,18968,500,Lecture,3,23,Web-Based Course, 5:00pm - 8:00pm,Tu,Pamela Tucker01/14 
5888,EDLF,7812,19059,500,Lecture,3,20,Web-Based Course, 5:00pm - 8:00pm,Th,David Eddy Spicer01/23 
5889,EDLF,7813,19069,500,Lecture,3,20,Web-Based Course, 5:00pm - 8:00pm,Th,Kevin Clark
5890,EDLF,8310,14591,001,Lecture,3,30,Ruffner Hall 179, 3:30pm - 6:00pm,Mo,Vivian Wong
5891,EDLF,8315,14738,1,Lecture,3,18,Ruffner Hall 139, 12:30pm - 1:45pm,TuTh,Luke Miller
5892,EDLF,8361,14934,1,Lecture,3,30,Physics Bldg 210, 3:30pm - 6:00pm,Tu,Jim Soland
5893,EDLF,8380,18178,1,Lecture,3,30,Ruffner Hall 179, 3:30pm - 6:00pm,We,Peter Youngs
5894,EDLF,8383,19077,500,Lecture,3,20,Web-Based Course, 12:54am - 12:56am,Mo,Dallas Hitt
5895,EDLF,8383,19744,501,Lecture,3,30,Web-Based Course, 12:46am - 12:48am,Mo,Kerrigan Mahoney
5896,EDLF,8384,19096,500,Laboratory,1,20,Web-Based Course, 5:00pm - 8:00pm,Th,David Eddy Spicer02/27 
5897,EDLF,8384,19745,501,Laboratory,1,20,Web-Based Course, 12:50am - 12:52am,Mo,Christian Steinmetz
5898,EDLF,8384,19980,502,Laboratory,1,20,Web-Based Course, 12:58am - 1:00am,Mo,Amanda Turner+1
5899,EDLF,8385,19735,500,Lecture,3,20,Web-Based Course, 12:38am - 12:40am,Mo,Ginger Watson
5900,EDLF,8386,19736,500,Laboratory,1,20,Web-Based Course, 12:42am - 12:44am,Mo,Ginger Watson
5901,EDLF,8440,14948,1,Lecture,3,16,Ruffner Hall 123, 3:30pm - 6:00pm,Tu,Walter Heinecke
5902,EDLF,8640,14936,1,Lecture,3,20,Ruffner Hall 173, 6:30pm - 9:00pm,Tu,Joshua Brown
5903,EDLF,8665,18179,1,Lecture,3,15,Ruffner Hall 127, 3:30pm - 6:00pm,Th,Brian Pusser
5904,EDLF,8801,20118,1,Lecture,3,25,Ruffner Hall 177, 3:30pm - 6:00pm,We,Gerald Starsia
5905,EDLF,8824,19635,500,Lecture,3,20,Northern Virginia Center, 9:00am - 4:00pm,Sa,Pamela Tucker01/25 
5906,EDLF,8988,19099,500,IND,1 - 3,25,Northern Virginia Center, 5:00pm - 8:00pm,Th,Sandra Mitchell01/16 
5907,EDLF,8988,19137,501,IND,1 - 3,25,Web-Based Course, 5:00pm - 8:00pm,Th,Michelle Beavers01/16 
5908,EDLF,8998,14774,001,IND,1 - 12,30,TBA,TBA,,Chris Hulleman
5909,EDLF,8998,15001,002,IND,1 - 12,30,TBA,TBA,,Amanda Williford
5910,EDLF,8998,15004,003,IND,1 - 12,30,TBA,TBA,,Tanya Evans
5911,EDLF,8998,14601,004,IND,1 - 12,30,TBA,TBA,,Joanna Williams
5912,EDLF,8998,14618,005,IND,1 - 12,30,TBA,TBA,,Diane Whaley
5913,EDLF,8998,14619,006,IND,1 - 12,30,TBA,TBA,,Derrick Alridge
5914,EDLF,8998,14620,007,IND,1 - 12,30,TBA,TBA,,Nancy Deutsch
5915,EDLF,8998,14625,008,IND,1 - 12,30,TBA,TBA,,Sara Rimm-Kaufman
5916,EDLF,8998,14632,009,IND,1 - 12,30,TBA,TBA,,Diane Hoffman
5917,EDLF,8998,14643,010,IND,1 - 12,30,TBA,TBA,,Beverly Sweeney
5918,EDLF,8998,14659,011,IND,1 - 12,30,TBA,TBA,,Jessica Whittaker
