,Department,Course_Num,Course_Name,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Professor,Start_Time,End_Time,Date_Nums,Lecture_Num
184,CHEM,1421,Introductory College Chemistry II Laboratory,20393,40,Laboratory,1,24,Chemistry Bldg Room 354,Lisa Morkowchuk,1400,1700,4,614
185,CHEM,1620,Introductory Chemistry II for Engineers,12351,101,Discussion,0,140,Gilmer Hall 190,Lisa Morkowchuk,1800,1930,1,616
186,CHEM,1620,Introductory Chemistry II for Engineers,12416,102,Discussion,0,140,Gilmer Hall 190,Lisa Morkowchuk,1945,2115,1,616
187,CHEM,1620,Introductory Chemistry II for Engineers,12417,103,Discussion,0,140,Gilmer Hall 190,Lisa Morkowchuk,1800,1930,2,616
188,CHEM,1620,Introductory Chemistry II for Engineers,12353,104,Discussion,0,140,Gilmer Hall 190,Lisa Morkowchuk,1945,2115,2,616
189,CHEM,1621,Introductory Chemistry II for Engineers Laboratory,11721,1,Laboratory,1,24,Chemistry Bldg Room 354,Lisa Morkowchuk,900,1200,4,622
190,CHEM,1621,Introductory Chemistry II for Engineers Laboratory,10066,2,Laboratory,1,22,Chemistry Building Room 358,Lisa Morkowchuk,900,1200,4,622
191,CHEM,1621,Introductory Chemistry II for Engineers Laboratory,11712,3,Laboratory,1,24,Chemistry Bldg 344,Lisa Morkowchuk,1400,1700,4,622
192,CHEM,1621,Introductory Chemistry II for Engineers Laboratory,11713,4,Laboratory,1,24,Chemistry Blds Room 346,Lisa Morkowchuk,1400,1700,4,622
193,CHEM,1621,Introductory Chemistry II for Engineers Laboratory,11714,5,Laboratory,1,24,Chemistry Bldg Room 354,Lisa Morkowchuk,1400,1700,4,622
194,CHEM,1820,Principles of Organic Chemistry (Accelerated),10068,101,Discussion,0,54,Gilmer Hall 141,Laura Serbulea,1530,1730,4,623
195,CHEM,1821,Principles of Organic Chemistry Laboratory (Accelerated),12817,1,Laboratory,3,15,Gilmer Hall 166,Laura Serbulea,1230,1345,2,623
196,CHEM,1821,Principles of Organic Chemistry Laboratory (Accelerated),10069,2,Laboratory,3,18,Gilmer Hall 166,Laura Serbulea,1230,1345,2,623
197,CHEM,1821,Principles of Organic Chemistry Laboratory (Accelerated),13437,3,Laboratory,3,15,Gilmer Hall 166,Laura Serbulea,1230,1345,2,623
198,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,11748,101,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,900,1200,1,623
199,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,11749,102,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,1400,1700,1,623
200,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,11750,103,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,900,1200,2,623
201,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,11751,104,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,1400,1700,2,623
202,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13438,105,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,900,1200,3,623
203,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,12659,106,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,1400,1700,3,623
204,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13439,107,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,900,1200,4,623
205,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13440,108,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,1400,1700,4,623
206,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13442,110,Laboratory,1,48,Chemistry Bldg Room 444,Kevin Welch,1400,1700,5,623
207,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13719,111,Laboratory,1,48,Chemistry Bldg Room 446,Kevin Welch,1400,1700,1,623
208,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13720,112,Laboratory,1,48,Chemistry Bldg Room 446,Kevin Welch,1400,1700,2,623
209,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13742,114,Laboratory,1,48,Chemistry Bldg Room 446,Kevin Welch,900,1200,4,623
210,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,13743,115,Laboratory,1,48,Chemistry Bldg Room 446,Kevin Welch,1400,1700,4,623
211,CHEM,2321,Organic Chem Lab II for Non-Chemistry Majors/Minors,20229,116,Laboratory,1,48,Chemistry Bldg Room 446,Kevin Welch,1400,1700,3,623
212,CHEM,2420,Organic Chemistry II,10073,101,Discussion,0,360,Chemistry Bldg 402,Alicia Frantz,1830,2030,2,624
213,CHEM,2420,Organic Chemistry II,19508,204,Discussion,0,200,Clark Hall 108,Staff,1830,2030,3,625
214,CHEM,2420,Organic Chemistry II,20261,205,Discussion,0,163,Clark Hall 108,Staff,1830,2030,2,625
215,CHEM,2420,Organic Chemistry II,19505,304,Discussion,0,200,Clark Hall 108,Staff,1830,2030,3,626
216,CHEM,2420,Organic Chemistry II,20262,305,Discussion,0,163,Clark Hall 108,Staff,1830,2030,2,626
217,CHEM,2420,Organic Chemistry II,19741,401,Discussion,0,40,Maury Hall 115,Cassandra Fraser,1900,2100,2,627
218,CHEM,2420,Organic Chemistry II,12661,601,Discussion,0,200,Physics Bldg 203,Alicia Frantz,1830,2030,2,628
219,CHEM,2421,Organic Chemistry II Laboratory,17943,201,Laboratory,0,18,Chemistry Bldg Room 454,Donald Hunt,1400,1800,1,629
220,CHEM,2421,Organic Chemistry II Laboratory,17944,301,Laboratory,0,18,Chemistry Bldg Room 454,Donald Hunt,900,1300,2,630
221,CHEM,2421,Organic Chemistry II Laboratory,17945,401,Laboratory,0,18,Chemistry Bldg Room 454,Donald Hunt,1400,1800,2,631
222,CHEM,2421,Organic Chemistry II Laboratory,17946,501,Laboratory,0,18,Chemistry Bldg Room 454,Donald Hunt,1400,1800,3,632
223,CHEM,2421,Organic Chemistry II Laboratory,17948,601,Laboratory,0,18,Chemistry Bldg Room 454,Donald Hunt,900,1300,4,633
224,CHEM,2421,Organic Chemistry II Laboratory,20410,701,Laboratory,0,18,Chemistry Bldg Room 454,Donald Hunt,1400,1800,4,634
225,CHEM,2820,Principles of Chemical Thermodynamics and Kinetics (Accelerated),10076,101,Discussion,0,40,Gilmer Hall 166,Kevin Welch,1900,2200,2,635
226,CHEM,3420,Physical Chemistry - Thermodynamics,11989,101,Discussion,0,100,Physics Bldg 204,Staff,1800,1930,1,636
227,CHEM,3420,Physical Chemistry - Thermodynamics,12096,201,Discussion,0,60,Dell 1 105,Staff,1800,1930,2,636
228,CHEM,4421,Biological Chemistry Laboratory II,10085,101,Laboratory,0,18,Chemistry Bldg 424,Carol Price,1400,1800,1,644
229,CHEM,4421,Biological Chemistry Laboratory II,10086,102,Laboratory,0,18,Chemistry Bldg 424,Carol Price,1400,1800,2,644
230,CHEM,4421,Biological Chemistry Laboratory II,10083,103,Laboratory,0,18,Chemistry Bldg 424,Carol Price,1400,1800,3,644
231,CHEM,4421,Biological Chemistry Laboratory II,12711,104,Laboratory,0,18,Chemistry Bldg 424,Carol Price,1400,1800,4,644
232,CHEM,4559,New Course in Chemistry,17931,102,Laboratory,0,12,Chemistry Bldg 458,Robert Gilliard,1400,1700,4,645
233,CLAS,2020,Roman Civilization,11348,101,Discussion,0,20,Ruffner Hall 175,Matthew Pincus,1000,1050,5,694
234,CLAS,2020,Roman Civilization,11450,102,Discussion,0,20,Physics Bldg 218,Matthew Pincus,1100,1150,5,694
235,CLAS,2020,Roman Civilization,11349,103,Discussion,0,20,New Cabell Hall 407,Jovan Cvjeticanin,1500,1550,5,694
236,CLAS,2020,Roman Civilization,11350,104,Discussion,0,20,New Cabell Hall 338,Jovan Cvjeticanin,1400,1450,5,694
237,CLAS,2040,Greek Mythology,10102,101,Discussion,0,15,Gilmer Hall 225,Evan Brubaker,830,920,4,695
238,CLAS,2040,Greek Mythology,10103,102,Discussion,0,15,Dell 1 104,Harry Crusemire,830,920,4,695
239,CLAS,2040,Greek Mythology,10106,103,Discussion,0,15,Dell 1 104,Harry Crusemire,930,1020,4,695
240,CLAS,2040,Greek Mythology,10104,104,Discussion,0,15,Gilmer Hall 225,Evan Brubaker,930,1020,4,695
241,CLAS,2040,Greek Mythology,10105,105,Discussion,0,15,Shannon House 109,Nina Raby,1400,1450,4,695
242,CLAS,2040,Greek Mythology,12349,106,Discussion,0,15,New Cabell Hall 042,Harry Crusemire,900,950,5,695
243,CLAS,2040,Greek Mythology,10610,107,Discussion,0,15,Physics Bldg 218,Nina Raby,900,950,5,695
244,CLAS,2040,Greek Mythology,11451,108,Discussion,0,15,Dell 2 100,Nina Raby,1000,1050,5,695
245,CLAS,2040,Greek Mythology,10611,109,Discussion,0,15,Cocke Hall 115,Evan Brubaker,1200,1250,5,695
246,CLAS,2040,Greek Mythology,18436,110,Discussion,0,15,New Cabell Hall 415,Joseph Zehner,1300,1350,5,695
247,CLAS,2040,Greek Mythology,18437,111,Discussion,0,15,Cocke Hall 101,Joseph Zehner,1400,1450,5,695
248,CLAS,2040,Greek Mythology,18438,112,Discussion,0,15,New Cabell Hall 287,Joseph Zehner,1500,1550,5,695
249,GREE,1020,Elementary Greek,10231,101,Discussion,0,20,Brooks Hall 103,Christina Boltsi,930,1045,"2, 4",701
250,GREE,1020,Elementary Greek,10232,102,Discussion,0,20,Gilmer Hall 225,Stephen Hill,1230,1345,"2, 4",701
251,LATI,1020,Elementary Latin II,10265,101,Discussion,0,9,Cocke Hall B014,Alison Newman,930,1045,"2, 4",714
252,LATI,1020,Elementary Latin II,10266,102,Discussion,0,20,Dell 2 102,William Stover,1100,1215,"2, 4",714
253,LATI,1020,Elementary Latin II,10267,103,Discussion,0,20,Maury Hall 110,Michael Fons,1230,1345,"2, 4",714
254,DANC,2430,Production Laboratory: Dance,12149,1,Laboratory,1,30,TBA,Kim Mata,TBA,TBA,TBA,739
255,DRAM,2130,Production Laboratory: Lighting,19518,1,Laboratory,1,5,Culbreth Theatre,Lauren Duffie+1,1400,1700,1,759
256,DRAM,2130,Production Laboratory: Lighting,13365,2,Laboratory,1,5,a Education Bldg 220,Lauren Duffie+1,1400,500pmDr,2,759
257,DRAM,2130,Production Laboratory: Lighting,19519,3,Laboratory,1,5,Culbreth Theatre,Justin Poruban+1,1400,1700,3,759
258,DRAM,2130,Production Laboratory: Lighting,13366,4,Laboratory,1,5,a Education Bldg 220,Justin Poruban+1,1400,500pmDr,4,759
259,DRAM,2130,Production Laboratory: Lighting,10109,5,Laboratory,1,5,TBA,Julie Briski+1,TBA,TBA,TBA,759
260,DRAM,2231,Production Lab: Run Crew,12783,1,Laboratory,1,15,TBA,Holly McLeod,TBA,TBA,TBA,764
261,DRAM,2232,Production Lab: Scene Painting,12172,1,Laboratory,1,5,Contact Department,Batul Rizvi,1400,1700,1,764
262,DRAM,2232,Production Lab: Scene Painting,12879,2,Laboratory,1,5,Contact Department,Batul Rizvi,1400,1700,2,764
263,DRAM,2232,Production Lab: Scene Painting,12880,3,Laboratory,1,5,Contact Department,Batul Rizvi,1400,1700,3,764
264,DRAM,2232,Production Lab: Scene Painting,12881,4,Laboratory,1,5,Contact Department,Batul Rizvi,1400,1700,4,764
265,DRAM,2232,Production Lab: Scene Painting,19707,5,Laboratory,1,5,TBA,Batul Rizvi,TBA,TBA,TBA,764
266,DRAM,2330,Production Laboratory: Costume and Makeup,10112,1,Laboratory,1,5,TBA,Kathleen Stomps+1,TBA,TBA,1,766
267,DRAM,2330,Production Laboratory: Costume and Makeup,13367,2,Laboratory,1,5,a Education Bldg B011,Katherine Stefl+1,1400,500pmDr,2,766
268,DRAM,2330,Production Laboratory: Costume and Makeup,10113,3,Laboratory,1,5,a Education Bldg B011,Kathleen Stomps+1,1400,500pmDr,3,766
269,DRAM,2330,Production Laboratory: Costume and Makeup,13368,4,Laboratory,1,5,a Education Bldg B011,Katherine Stefl+1,1400,500pmDr,4,766
270,DRAM,2330,Production Laboratory: Costume and Makeup,10114,5,Laboratory,1,5,a Education Bldg B011,Cee-Cee Swalling+1,1400,500pmDr,5,766
271,DRAM,2330,Production Laboratory: Costume and Makeup,13369,6,Laboratory,1,5,TBA,Cee-Cee Swalling+1,1400,1700,TBA,766
272,DRAM,2430,Production Laboratory: Acting,11591,1,Laboratory,1,20,TBA,Dave Dalton,TBA,TBA,TBA,766
273,DRAM,2430,Production Laboratory: Acting,12867,3,Laboratory,1,20,TBA,Marianne Kubik,TBA,TBA,TBA,766
274,DRAM,2430,Production Laboratory: Acting,13362,4,Laboratory,1,20,TBA,Doug Grissom,TBA,TBA,TBA,766
275,DRAM,2830,Production Lab: Digital Media,19524,1,Laboratory,1,5,TBA,Eamonn Farrell,TBA,TBA,TBA,768
276,DRAM,2840,Design Studio Lab,13978,1,Laboratory,1,5,TBA,Mona Kasra,TBA,TBA,TBA,768
277,DRAM,3653,Production Laboratory: Stage Management,12200,1,Laboratory,1,15,TBA,Holly McLeod,TBA,TBA,TBA,775
278,DRAM,3653,Production Laboratory: Stage Management,11742,2,Laboratory,1,15,TBA,Holly McLeod,TBA,TBA,TBA,775
279,DRAM,4590,Special Topics in Theatre,13512,1,Laboratory,1,11,TBA,Doug Grissom+1,TBA,TBA,TBA,778
280,DRAM,4590,Special Topics in Theatre,13513,2,Laboratory,1,30,TBA,Theresa Davis,TBA,TBA,TBA,778
281,DRAM,4598,Special Topics in Design Technology,19529,1,Laboratory,1,5,TBA,Steven Warner,TBA,TBA,TBA,781
282,DRAM,9060,Thesis,13382,1,Discussion,3,5,TBA,Marcy Linton,TBA,TBA,TBA,796
283,DRAM,9060,Thesis,13386,2,Discussion,3,8,TBA,R. Kennedy,930,1100,"1, 3",796
284,DRAM,9140,Production Laboratory: Lighting,19533,1,Laboratory,3,3,TBA,R. Kennedy,TBA,TBA,TBA,796
285,DRAM,9340,Production Laboratory: Costume,19535,1,Laboratory,3,3,TBA,Marcy Linton,TBA,TBA,TBA,797
286,ECON,2010,Principles of Economics: Microeconomics,11766,110,Discussion,0,25,New Cabell Hall 032,Cassidy Fritz,1900,1950,4,869
287,ECON,2010,Principles of Economics: Microeconomics,11767,111,Discussion,0,25,New Cabell Hall 032,Cassidy Fritz,1700,1750,4,869
288,ECON,2010,Principles of Economics: Microeconomics,11768,112,Discussion,0,25,New Cabell Hall 032,Brandon Warren,1800,1850,4,869
289,ECON,2010,Principles of Economics: Microeconomics,11769,113,Discussion,0,25,Ruffner Hall 177,Brett Fischer,1000,1050,5,869
290,ECON,2010,Principles of Economics: Microeconomics,11770,114,Discussion,0,25,Ruffner Hall 177,Brett Fischer,1200,1250,5,869
291,ECON,2010,Principles of Economics: Microeconomics,11771,116,Discussion,0,25,Ruffner Hall 177,Brett Fischer,1100,1150,5,869
292,ECON,2010,Principles of Economics: Microeconomics,12465,117,Discussion,0,25,New Cabell Hall 168,Annie Bird,1800,1850,3,869
293,ECON,2010,Principles of Economics: Microeconomics,12466,118,Discussion,0,25,Maury Hall 110,Rachel Lee,2000,2050,3,869
294,ECON,2010,Principles of Economics: Microeconomics,12692,119,Discussion,0,25,New Cabell Hall 168,Annie Bird,1900,1950,3,869
295,ECON,2010,Principles of Economics: Microeconomics,19638,120,Discussion,0,25,Maury Hall 110,Rachel Lee,1800,1850,3,869
296,ECON,2010,Principles of Economics: Microeconomics,19639,121,Discussion,0,25,Maury Hall 110,Rachel Lee,1900,1950,3,869
297,ECON,2010,Principles of Economics: Microeconomics,19640,122,Discussion,0,25,Maury Hall 110,Brandon Warren,1700,1750,4,869
298,ECON,2010,Principles of Economics: Microeconomics,12279,201,Discussion,0,25,New Cabell Hall 032,Yiduo Liu,800,850,5,870
299,ECON,2010,Principles of Economics: Microeconomics,12280,202,Discussion,0,25,New Cabell Hall 032,Yiduo Liu,900,950,5,870
300,ECON,2010,Principles of Economics: Microeconomics,12281,203,Discussion,0,25,New Cabell Hall 032,Spencer Kennedy,1000,1050,5,870
301,ECON,2010,Principles of Economics: Microeconomics,12282,204,Discussion,0,25,New Cabell Hall 309,Paige Singer,1000,1050,5,870
302,ECON,2010,Principles of Economics: Microeconomics,12283,205,Discussion,0,25,New Cabell Hall 309,Paige Singer,1100,1150,5,870
303,ECON,2010,Principles of Economics: Microeconomics,12284,206,Discussion,0,25,New Cabell Hall 309,Spencer Kennedy,1200,1250,5,870
304,ECON,2010,Principles of Economics: Microeconomics,20580,207,Discussion,0,25,New Cabell Hall 309,Richard Song,1300,1350,5,870
305,ECON,2010,Principles of Economics: Microeconomics,20581,208,Discussion,0,25,New Cabell Hall 309,Richard Song,1400,1450,5,870
306,ECON,2020,Principles of Economics: Macroeconomics,11787,100,Discussion,0,18,New Cabell Hall 027,Julia Kothmann,830,920,2,872
307,ECON,2020,Principles of Economics: Macroeconomics,11788,101,Discussion,0,18,Monroe Hall 114,Julia Kothmann,1700,1750,1,872
308,ECON,2020,Principles of Economics: Macroeconomics,11789,102,Discussion,0,18,New Cabell Hall 315,Luan Falcao Daniel Santos,1400,1450,5,872
309,ECON,2020,Principles of Economics: Macroeconomics,11790,103,Discussion,0,18,Monroe Hall 114,Quinn Hermann,2000,2050,4,872
310,ECON,2020,Principles of Economics: Macroeconomics,11791,104,Discussion,0,18,Wilson Hall 214,Kevin Miner,830,920,2,872
311,ECON,2020,Principles of Economics: Macroeconomics,11792,105,Discussion,0,18,New Cabell Hall 303,Wuxin Zeng,900,950,5,872
312,ECON,2020,Principles of Economics: Macroeconomics,11793,106,Discussion,0,18,New Cabell Hall 485,Maggie Isaacson,1800,1850,1,872
313,ECON,2020,Principles of Economics: Macroeconomics,11794,107,Discussion,0,18,New Cabell Hall 303,Jessica Canada,1800,1850,4,872
314,ECON,2020,Principles of Economics: Macroeconomics,11795,108,Discussion,0,18,Monroe Hall 114,Yuyao Song,900,950,5,872
315,ECON,2020,Principles of Economics: Macroeconomics,11796,109,Discussion,0,18,New Cabell Hall 383,Jacob Shapero,1800,1850,1,872
316,ECON,2020,Principles of Economics: Macroeconomics,11797,110,Discussion,0,18,Monroe Hall 114,Daniel Nakasone,1400,1450,1,872
317,ECON,2020,Principles of Economics: Macroeconomics,11798,111,Discussion,0,18,New Cabell Hall 395,Kevin Miner,1400,1450,5,872
318,ECON,2020,Principles of Economics: Macroeconomics,11799,112,Discussion,0,18,New Cabell Hall 027,Joseph Rilling,1800,1850,4,872
319,ECON,2020,Principles of Economics: Macroeconomics,11801,114,Discussion,0,18,New Cabell Hall 338,Maggie Isaacson,1900,1950,1,872
320,ECON,2020,Principles of Economics: Macroeconomics,11802,115,Discussion,0,18,New Cabell Hall 303,Madison Smither,1400,1450,5,872
321,ECON,2020,Principles of Economics: Macroeconomics,12188,118,Discussion,0,18,Monroe Hall 114,Jessica Canada,800,850,5,872
322,ECON,2020,Principles of Economics: Macroeconomics,11803,119,Discussion,0,18,Monroe Hall 114,Jessica Canada,2000,2050,1,872
323,ECON,2020,Principles of Economics: Macroeconomics,11804,120,Discussion,0,18,Monroe Hall 114,Daniel Harper,830,920,2,872
324,ECON,2020,Principles of Economics: Macroeconomics,11805,121,Discussion,0,18,New Cabell Hall 303,Dalton Ruh,800,850,1,872
325,ECON,2020,Principles of Economics: Macroeconomics,11806,122,Discussion,0,18,Bryan Hall 330,Matty Ducker,1700,1750,1,872
326,ECON,2020,Principles of Economics: Macroeconomics,11807,124,Discussion,0,18,New Cabell Hall 027,Josh Hurwitz,1700,1750,1,872
327,ECON,2020,Principles of Economics: Macroeconomics,11808,125,Discussion,0,18,Cocke Hall 115,MD Amzad Hossain,1800,1850,1,872
328,ECON,2020,Principles of Economics: Macroeconomics,11809,126,Discussion,0,18,New Cabell Hall 303,Josh Hurwitz,1600,1650,1,872
329,ECON,2020,Principles of Economics: Macroeconomics,11810,127,Discussion,0,18,New Cabell Hall 315,Dalton Ruh,1900,1950,1,872
330,ECON,2020,Principles of Economics: Macroeconomics,11811,128,Discussion,0,18,Monroe Hall 114,Luan Falcao Daniel Santos,1700,1750,4,872
331,ECON,2020,Principles of Economics: Macroeconomics,11812,129,Discussion,0,18,Wilson Hall 214,Grace Toufeili,1500,1550,5,872
332,ECON,2020,Principles of Economics: Macroeconomics,11813,130,Discussion,0,18,New Cabell Hall 027,Wuxin Zeng,1400,1450,5,872
333,ECON,2020,Principles of Economics: Macroeconomics,11814,131,Discussion,0,18,New Cabell Hall 364,Anthony Del Rosso,1800,1850,1,872
334,ECON,2020,Principles of Economics: Macroeconomics,11815,132,Discussion,0,18,Cocke Hall 115,Neil Mathur,1700,1750,1,872
335,ECON,2020,Principles of Economics: Macroeconomics,11816,133,Discussion,0,18,New Cabell Hall 395,Jacob Shapero,1900,1950,1,872
336,ECON,2020,Principles of Economics: Macroeconomics,11817,135,Discussion,0,18,New Cabell Hall 485,MD Amzad Hossain,1700,1750,1,872
337,ECON,2020,Principles of Economics: Macroeconomics,11818,136,Discussion,0,18,New Cabell Hall 027,Neil Mathur,1900,1950,1,872
338,ECON,2020,Principles of Economics: Macroeconomics,11819,137,Discussion,0,18,Monroe Hall 114,Christopher Oliveira,1800,1850,1,872
339,ECON,2020,Principles of Economics: Macroeconomics,11820,138,Discussion,0,18,Wilson Hall 214,Grace Toufeili,1400,1450,5,872
340,ECON,2020,Principles of Economics: Macroeconomics,11821,139,Discussion,0,18,Monroe Hall 114,Braedon Kehoe,1800,1850,4,872
341,ECON,2020,Principles of Economics: Macroeconomics,11822,142,Discussion,0,18,Monroe Hall 114,Madison Smither,1900,1950,4,872
342,ECON,2020,Principles of Economics: Macroeconomics,11823,144,Discussion,0,18,Monroe Hall 114,Braedon Kehoe,1900,1950,1,872
343,ECON,2020,Principles of Economics: Macroeconomics,11824,145,Discussion,0,18,New Cabell Hall 485,Anthony Del Rosso,1800,1850,4,872
344,ECON,2020,Principles of Economics: Macroeconomics,11825,146,Discussion,0,18,Nau Hall 242,Matty Ducker,1600,1650,1,872
345,ECON,2020,Principles of Economics: Macroeconomics,11826,147,Discussion,0,18,Physics Bldg 218,Luan Falcao Daniel Santos,1200,1250,5,872
346,ECON,2020,Principles of Economics: Macroeconomics,11827,148,Discussion,0,18,Monroe Hall 114,Grace Toufeili,1200,1250,5,872
347,ECON,2020,Principles of Economics: Macroeconomics,11828,150,Discussion,0,18,Monroe Hall 114,Rutva Shah,1300,1350,1,872
348,ECON,2020,Principles of Economics: Macroeconomics,11829,151,Discussion,0,15,New Cabell Hall 042,Yuyao Song,830,920,2,872
349,ECON,2020,Principles of Economics: Macroeconomics,19836,154,Discussion,0,18,New Cabell Hall 168,Joseph Rilling,1700,1750,4,872
350,ECON,2020,Principles of Economics: Macroeconomics,19837,155,Discussion,0,18,New Cabell Hall 132,Yuyao Song,1700,1750,4,872
351,ECON,2020,Principles of Economics: Macroeconomics,19838,156,Discussion,0,18,Dell 2 102,Daniel Nakasone,800,850,1,872
352,ECON,2020,Principles of Economics: Macroeconomics,19839,157,Discussion,0,18,Cocke Hall 115,Christopher Oliveira,800,850,1,872
353,ECON,2020,Principles of Economics: Macroeconomics,19841,158,Discussion,0,18,Dell 2 102,MD Amzad Hossain,830,920,2,872
354,ECON,2020,Principles of Economics: Macroeconomics,19842,159,Discussion,0,18,Dell 2 101,Rutva Shah,1900,1950,1,872
355,ECON,2020,Principles of Economics: Macroeconomics,19843,160,Discussion,0,18,Dell 2 102,Quinn Hermann,1900,1950,1,872
356,ECON,3010,Intermediate Microeconomics,10121,101,Discussion,0,30,Gibson Hall 141,Staff,1600,1650,4,874
357,ECON,3010,Intermediate Microeconomics,10122,102,Discussion,0,30,New Cabell Hall 364,Staff,1700,1750,4,874
358,ECON,3010,Intermediate Microeconomics,10123,103,Discussion,0,30,Maury Hall 113,Staff,1800,1850,4,874
359,ECON,3010,Intermediate Microeconomics,10124,104,Discussion,0,30,Wilson Hall 214,Staff,1800,1850,4,874
360,ECON,3010,Intermediate Microeconomics,10616,105,Discussion,0,30,Wilson Hall 214,Staff,1900,1950,4,874
361,ECON,3010,Intermediate Microeconomics,10617,106,Discussion,0,30,Wilson Hall 214,Staff,2000,2050,4,874
362,ECON,3010,Intermediate Microeconomics,13308,202,Discussion,0,30,Maury Hall 110,Staff,1000,1050,5,876
363,ECON,3010,Intermediate Microeconomics,13309,203,Discussion,0,30,Maury Hall 110,Staff,1100,1150,5,876
364,ECON,3010,Intermediate Microeconomics,13310,204,Discussion,0,30,Maury Hall 110,Staff,900,950,5,876
365,ECON,3010,Intermediate Microeconomics,13311,205,Discussion,0,30,Maury Hall 110,Staff,800,850,5,876
366,ECON,3010,Intermediate Microeconomics,13312,206,Discussion,0,30,Maury Hall 110,Staff,1300,1350,5,876
367,ECON,3010,Intermediate Microeconomics,13313,207,Discussion,0,30,Maury Hall 110,Staff,1200,1250,5,876
368,ECON,3020,Intermediate Macroeconomics,12448,701,Discussion,0,26,New Cabell Hall 232,Seunghyeon Lee,1700,1750,2,879
369,ECON,3020,Intermediate Macroeconomics,12449,702,Discussion,0,26,New Cabell Hall 232,Seunghyeon Lee,1800,1850,2,879
370,ECON,3020,Intermediate Macroeconomics,12450,703,Discussion,0,26,Monroe Hall 118,Jiafeng Wu,1900,1950,2,879
371,ECON,3020,Intermediate Macroeconomics,20058,704,Discussion,0,26,Physics Bldg 218,Gizem Kutlu,1800,1850,3,879
372,ECON,3020,Intermediate Macroeconomics,20059,705,Discussion,0,26,Physics Bldg 218,Gizem Kutlu,1900,1950,3,879
373,ECON,3020,Intermediate Macroeconomics,20060,706,Discussion,0,26,Physics Bldg 218,Tingrui Feng,2000,2050,3,879
374,ECON,3020,Intermediate Macroeconomics,18916,707,Discussion,0,26,Monroe Hall 116,Jiafeng Wu,1800,1850,2,879
375,ECON,3020,Intermediate Macroeconomics,18917,708,Discussion,0,26,Monroe Hall 111,Joaquin Saldain,1900,1950,2,879
376,ECON,3020,Intermediate Macroeconomics,18918,709,Discussion,0,26,Monroe Hall 111,Joaquin Saldain,2000,2050,2,879
377,ECON,3020,Intermediate Macroeconomics,18920,710,Discussion,0,26,New Cabell Hall 232,Yan Chen,1700,1750,3,879
378,ECON,3020,Intermediate Macroeconomics,18921,711,Discussion,0,26,New Cabell Hall 232,Yan Chen,1800,1850,3,879
379,ECON,3020,Intermediate Macroeconomics,18922,712,Discussion,0,26,New Cabell Hall 232,Tingrui Feng,1900,1950,3,879
380,ECON,3030,Money and Banking,13315,110,Discussion,0,26,New Cabell Hall 323,Jaeho Lee,1700,1750,3,880
381,ECON,3030,Money and Banking,13316,111,Discussion,0,26,New Cabell Hall 323,Jaeho Lee,1800,1850,3,880
382,ECON,3030,Money and Banking,13317,112,Discussion,0,26,New Cabell Hall 323,Jaeho Lee,1900,1950,3,880
383,ECON,3030,Money and Banking,18924,201,Discussion,0,26,New Cabell Hall 309,Dengli Yang,1700,1750,4,881
384,ECON,3030,Money and Banking,18925,202,Discussion,0,26,New Cabell Hall 309,Dengli Yang,1800,1850,4,881
385,ECON,3720,Introduction to Econometrics,10132,101,Discussion,0,17,New Cabell Hall 268,Yooseon Hwang,1800,1850,4,887
386,ECON,3720,Introduction to Econometrics,10131,102,Discussion,0,17,New Cabell Hall 068,Yooseon Hwang,1900,1950,4,887
387,ECON,3720,Introduction to Econometrics,10130,103,Discussion,0,17,New Cabell Hall 068,Yooseon Hwang,2000,2050,4,887
388,ECON,3720,Introduction to Econometrics,12694,104,Discussion,0,17,New Cabell Hall 268,Staff,1700,1750,4,887
389,ECON,3720,Introduction to Econometrics,12695,105,Discussion,0,17,Mechanical Engr Bldg 214,Staff,900,950,5,887
