,Department,Course_Num,Course_Name,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Professor,Start_Time,End_Time,Date_Nums,Lecture_Num
390,ECON,3720,Introduction to Econometrics,12912,106,Discussion,0,17,Mechanical Engr Bldg 214,Taheya Tarannum,1000,1050,5,887
391,ECON,3720,Introduction to Econometrics,13321,107,Discussion,0,17,Mechanical Engr Bldg 214,Taheya Tarannum,1100,1150,5,887
392,ECON,3720,Introduction to Econometrics,13322,108,Discussion,0,17,Mechanical Engr Bldg 214,Taheya Tarannum,1200,1250,5,887
393,ECON,3720,Introduction to Econometrics,11782,301,Discussion,0,29,New Cabell Hall 032,Yiyu Xing,1800,1850,3,888
394,ECON,3720,Introduction to Econometrics,11628,302,Discussion,0,29,New Cabell Hall 032,William Chenault,1900,1950,3,888
395,ECON,3720,Introduction to Econometrics,11741,303,Discussion,0,29,New Cabell Hall 032,William Chenault,2000,2050,3,888
396,ECON,3720,Introduction to Econometrics,12696,501,Discussion,0,29,Wilson Hall 238,Staff,1800,1850,4,889
397,ECON,3720,Introduction to Econometrics,12697,502,Discussion,0,29,Wilson Hall 238,Staff,1900,1950,4,889
398,ECON,3720,Introduction to Econometrics,12698,503,Discussion,0,29,Wilson Hall 238,Yiyu Xing,2000,2050,4,889
399,ECON,4170,"The Economics of Risk, Uncertainty, and Information",19972,101,Discussion,0,20,Dell 2 101,Yutong Chen,1800,1850,4,893
400,ECON,4170,"The Economics of Risk, Uncertainty, and Information",19974,102,Discussion,0,20,Dell 2 101,Yutong Chen,1900,1950,4,893
401,ECON,4170,"The Economics of Risk, Uncertainty, and Information",19975,103,Discussion,0,20,Dell 2 101,Yutong Chen,2000,2050,4,893
402,ECON,4170,"The Economics of Risk, Uncertainty, and Information",19977,104,Discussion,0,20,Monroe Hall 111,Hanna Charankevich,1300,1350,5,893
403,ECON,4170,"The Economics of Risk, Uncertainty, and Information",19983,105,Discussion,0,20,Monroe Hall 111,Hanna Charankevich,1400,1450,5,893
404,ECON,4170,"The Economics of Risk, Uncertainty, and Information",20099,106,Discussion,0,20,Monroe Hall 111,Hanna Charankevich,1200,1250,5,893
405,ECON,4350,Corporate Finance,19499,101,Discussion,0,25,Dell 2 102,Tyler Wake,1800,1850,3,897
406,ECON,4350,Corporate Finance,19500,102,Discussion,0,25,Dell 2 102,Tyler Wake,1900,1950,3,897
407,ECON,4350,Corporate Finance,19501,103,Discussion,0,25,Dell 2 102,Tyler Wake,2000,2050,3,897
408,ECON,4365,Global Financial Markets,18945,101,Discussion,0,34,New Cabell Hall 323,Diego Legal Canisa,1100,1150,5,900
409,ECON,4365,Global Financial Markets,18947,102,Discussion,0,34,New Cabell Hall 323,Diego Legal Canisa,1200,1250,5,900
410,ECON,4365,Global Financial Markets,18949,103,Discussion,0,34,New Cabell Hall 323,Diego Legal Canisa,1300,1350,5,900
411,ECON,4440,Economic Inequality,18951,101,Discussion,0,21,New Cabell Hall 364,Ishita Gambhir,900,950,5,902
412,ECON,4440,Economic Inequality,18952,102,Discussion,0,21,New Cabell Hall 364,Ishita Gambhir,1000,1050,5,902
413,ECON,4444,Artificial Intelligence and the Future of Work,20018,101,Discussion,0,20,New Cabell Hall 058,Miguel Mascarua,1700,1750,3,903
414,ECON,4444,Artificial Intelligence and the Future of Work,20019,102,Discussion,0,20,New Cabell Hall 058,Miguel Mascarua,1800,1850,3,903
415,ECON,4444,Artificial Intelligence and the Future of Work,20020,103,Discussion,0,20,New Cabell Hall 058,Miguel Mascarua,1900,1950,3,903
416,ECON,4559,New Course in Economics,19716,101,Discussion,0,20,Wilson Hall 244,Staff,900,950,5,905
417,ECON,4559,New Course in Economics,19717,102,Discussion,0,20,Wilson Hall 244,Staff,1000,1050,5,905
418,ECON,4610,Economic Development,12286,101,Discussion,0,25,New Cabell Hall 389,Divya Pandey,1700,1750,3,906
419,ECON,4610,Economic Development,12287,102,Discussion,0,25,New Cabell Hall 364,Divya Pandey,1800,1850,3,906
420,ECON,4720,Econometric Methods,13326,101,Discussion,0,25,Wilson Hall 238,Emily Cook,800,850,5,908
421,ECON,4720,Econometric Methods,13327,102,Discussion,0,25,Wilson Hall 238,Emily Cook,900,950,5,908
422,ECON,7030,Microeconomic Theory II,11526,101,Discussion,0,30,Monroe Hall 116,Staff,1000,1050,5,926
423,ECON,7040,Macroeconomic Theory II,11517,101,Discussion,0,30,Wilson Hall 238,Yong Hoon Cho,1400,1450,5,927
424,ECON,7720,Econometrics II,10137,101,Discussion,0,30,Bryan Hall 328,Yi Ping,1200,1250,5,928
425,ECON,8010,Microeconomic Theory III,18961,101,Discussion,0,30,Wilson Hall 238,Moonju Cho,1300,1350,5,929
426,ECON,8360,Empirical Macroeconomics,10615,101,Discussion,0,13,Monroe Hall 114,Staff,1100,1150,1,936
427,ECON,8720,Time Series Econometrics,12004,101,Discussion,0,13,Monroe Hall 114,Leland Farmer,1100,1150,3,940
428,ENGL,3002,History of Literatures in English II,10147,101,Discussion,0,15,Dawson's Row 1,Stephen Hager,830,945,4,1039
429,ENGL,3002,History of Literatures in English II,10153,102,Discussion,0,15,Bryan Hall 235,Bridget Reilly,1530,1645,4,1039
430,ENGL,3002,History of Literatures in English II,10152,103,Discussion,0,15,Dawson's Row 1,Lloyd Sy,1000,1115,5,1039
431,ENGL,3002,History of Literatures in English II,10151,104,Discussion,0,15,Dawson's Row 1,Lloyd Sy,1130,1245,5,1039
432,ENGL,3002,History of Literatures in English II,10150,105,Discussion,0,15,Dawson's Row 1,Lydia Brown,1230,1345,4,1039
433,ENGL,3002,History of Literatures in English II,10149,106,Discussion,0,15,Bryan Hall 233,Samuel Walker,1700,1815,3,1039
434,ENGL,3002,History of Literatures in English II,10148,107,Discussion,0,15,Brooks Hall 103,Lydia Brown,1100,1215,4,1039
435,ENGL,3002,History of Literatures in English II,12006,108,Discussion,0,15,Dell 2 102,Josephine Adams,1400,1515,4,1039
436,ENGL,3002,History of Literatures in English II,10146,109,Discussion,0,15,New Cabell Hall 032,Monica David,1530,1645,3,1039
437,ENGL,3002,History of Literatures in English II,12007,110,Discussion,0,15,Bryan Hall 233,Bridget Reilly,1700,1815,4,1039
438,ENGL,3002,History of Literatures in English II,12008,111,Discussion,0,15,Bryan Hall 233,Stephen Hager,1230,1345,4,1039
439,ENGL,3002,History of Literatures in English II,12186,112,Discussion,0,14,New Cabell Hall 038,Josephine Adams,1700,1815,4,1039
440,ENGL,3002,History of Literatures in English II,12266,113,Discussion,0,15,New Cabell Hall 064,Samuel Walker,1830,1945,3,1039
441,ENGL,3002,History of Literatures in English II,12311,114,Discussion,0,15,New Cabell Hall 042,Monica David,1700,1815,4,1039
442,ENGL,3002,History of Literatures in English II,12312,115,Discussion,0,15,Bryan Hall 312,Courtney Watts,1700,1815,3,1039
443,ENGL,3002,History of Literatures in English II,13183,116,Discussion,0,15,New Cabell Hall 066,Courtney Watts,1830,1945,3,1039
444,ENGL,3273,Shakespeare: Tragedies and Romances,17813,101,Discussion,0,15,Bryan Hall 334,Tucker Kuman,1300,1350,3,1044
445,ENGL,3273,Shakespeare: Tragedies and Romances,17815,103,Discussion,0,15,Bryan Hall 203,Tucker Kuman,1700,1750,3,1044
446,ENGL,3273,Shakespeare: Tragedies and Romances,17816,104,Discussion,0,15,New Cabell Hall 287,Andie Waterman,1530,1620,4,1044
447,ENGL,3273,Shakespeare: Tragedies and Romances,17817,105,Discussion,0,15,New Cabell Hall 207,Andie Waterman,1630,1720,4,1044
448,ENGL,3610,Global Cultural Studies,12625,101,Discussion,0,15,New Cabell Hall 056,Daniel Zimmerman,1600,1650,3,1055
449,ENGL,3610,Global Cultural Studies,12626,102,Discussion,0,15,Nau Hall 241,Daniel Zimmerman,1700,1750,3,1055
450,ENGL,3610,Global Cultural Studies,12627,103,Discussion,0,15,New Cabell Hall 415,Samantha Wallace,1800,1850,3,1055
451,ENGL,3610,Global Cultural Studies,12628,104,Discussion,0,15,Bryan Hall 330,Austyn James,1700,1750,3,1055
452,ENGL,3610,Global Cultural Studies,12629,105,Discussion,0,15,New Cabell Hall 111,Heidi Siegrist,1700,1750,4,1055
453,ENGL,3610,Global Cultural Studies,12630,106,Discussion,0,15,New Cabell Hall 066,Wei Liu,1800,1850,4,1055
454,ENGL,3610,Global Cultural Studies,12631,107,Discussion,0,18,New Cabell Hall 283,Michael Levenson,1600,1650,3,1055
455,ENGL,3610,Global Cultural Studies,12632,108,Discussion,0,15,New Cabell Hall 068,Austyn James,1800,1850,3,1055
456,ENGL,3610,Global Cultural Studies,12633,109,Discussion,0,15,Nau Hall 142,Samantha Wallace,1700,1750,3,1055
457,ENGL,3610,Global Cultural Studies,12634,110,Discussion,0,15,New Cabell Hall 056,Heidi Siegrist,1500,1550,4,1055
458,ENGL,3610,Global Cultural Studies,13646,111,Discussion,0,15,New Cabell Hall 332,Wei Liu,1700,1750,4,1055
459,ENGL,3740,Introduction to Asian American Studies,17828,101,Discussion,0,15,Shannon House 108,JiaYuan Huang,1300,1350,3,1056
460,ENGL,3740,Introduction to Asian American Studies,17829,102,Discussion,0,15,Shannon House 108,JiaYuan Huang,1400,1450,3,1056
461,ENGL,3740,Introduction to Asian American Studies,17830,103,Discussion,0,15,Bryan Hall 334,JiaYuan Huang,1300,1350,5,1056
462,ENGL,3740,Introduction to Asian American Studies,17831,104,Discussion,0,15,Bryan Hall 310,JiaYuan Huang,1400,1450,5,1056
463,EVGE,5860,Isotope Geochemistry,10794,101,Laboratory,0,15,TBA,Stephen Macko,TBA,TBA,TBA,1212
464,EVHY,5700,Forest Hydrology,18332,101,Laboratory,0,12,Clark Hall 335,Lawrence Band,1400,1800,2,1213
465,EVSC,2801,Fundamentals of Geology Laboratory,10172,1,Laboratory,1,14,Maury Hall 112,Janet Herman+1,1400,1800,1,1228
466,EVSC,2801,Fundamentals of Geology Laboratory,10173,2,Laboratory,1,14,Maury Hall 112,Janet Herman+1,1400,1800,2,1228
467,EVSC,2801,Fundamentals of Geology Laboratory,10174,3,Laboratory,1,14,Maury Hall 112,Janet Herman+1,1400,1800,3,1228
468,EVSC,2801,Fundamentals of Geology Laboratory,10175,4,Laboratory,1,14,Maury Hall 112,Janet Herman+1,1400,1800,4,1228
469,EVSC,2801,Fundamentals of Geology Laboratory,10176,5,Laboratory,1,14,Maury Hall 112,Emilia Torrellas+1,1400,1800,5,1228
470,EVSC,3020,GIS Methods,11458,101,Laboratory,0,20,Mechanical Engr Bldg 214,John Porter,1700,2100,1,1229
471,EVSC,3020,GIS Methods,11459,102,Laboratory,0,20,Mechanical Engr Bldg 213,John Porter,1700,2100,2,1229
472,EVSC,3201,Fundamentals of Ecology Laboratory,10178,1,Laboratory,1,14,Clark Hall 202,Ieva Juska+1,1400,1800,1,1231
473,EVSC,3201,Fundamentals of Ecology Laboratory,10179,2,Laboratory,1,14,Clark Hall 202,Thomas Smith+1,1400,1800,2,1231
474,EVSC,3201,Fundamentals of Ecology Laboratory,10180,3,Laboratory,1,14,Clark Hall 202,Spencer Tassone+1,1400,1800,3,1231
475,EVSC,3201,Fundamentals of Ecology Laboratory,10181,4,Laboratory,1,14,Clark Hall 202,Kelcy Kent+1,1400,1800,4,1231
476,EVSC,3201,Fundamentals of Ecology Laboratory,11598,5,Laboratory,1,14,Clark Hall 202,Sean Hardison+1,1400,1800,5,1231
477,EVSC,3201,Fundamentals of Ecology Laboratory,20412,6,Laboratory,1,14,Clark Hall 201,Elise Heffernan+1,1400,1800,1,1231
478,EVSC,3301,Atmosphere and Weather Laboratory,10187,1,Laboratory,1,14,Kerchof Hall 115,Megan Mcauliffe,1400,1800,1,1232
479,EVSC,3301,Atmosphere and Weather Laboratory,10188,2,Laboratory,1,14,Kerchof Hall 115,Laura Barry,1400,1800,2,1232
480,EVSC,3301,Atmosphere and Weather Laboratory,10189,3,Laboratory,1,14,Kerchof Hall 115,Xinhuiyu Liu,1400,1800,3,1232
481,EVSC,3301,Atmosphere and Weather Laboratory,13335,4,Laboratory,1,14,Kerchof Hall 115,Daniel Schmidt,1400,1800,4,1232
482,EVSC,3601,Physical Hydrology Laboratory,10183,1,Laboratory,1,14,Kerchof Hall 115A,Staff,1400,1800,1,1234
483,EVSC,3601,Physical Hydrology Laboratory,10184,2,Laboratory,1,14,Kerchof Hall 115A,Staff,1400,1800,2,1234
484,EVSC,3601,Physical Hydrology Laboratory,10185,3,Laboratory,1,14,Kerchof Hall 115A,Staff,1400,1800,3,1234
485,EVSC,3601,Physical Hydrology Laboratory,11422,4,Laboratory,1,14,Kerchof Hall 115A,Staff,1400,1800,4,1234
486,EVSC,4660,Hydrological Field Methods and Data Analysis,18405,101,Laboratory,0,14,New Cabell Hall 268,Todd Scanlon,1600,1750,2,1245
487,EVSC,5020,Introduction to Geographic Information Systems (GIS),11461,101,Laboratory,0,20,Mechanical Engr Bldg 214,John Porter,1700,2100,1,1286
488,EVSC,5020,Introduction to Geographic Information Systems (GIS),11462,102,Laboratory,0,20,Mechanical Engr Bldg 213,John Porter,1700,2100,2,1286
489,EVSC,5030,Applied Statistics for Environmental Scientists,10192,101,Laboratory,0,15,Mechanical Engr Bldg 215,David Carr,1730,1930,4,1287
490,EVSC,5030,Applied Statistics for Environmental Scientists,10193,102,Laboratory,0,15,New Cabell Hall 268,David Carr,1400,1600,3,1287
491,FREN,3029,Language House Conversation,20681,1,Discussion,1,10,TBA,Katia Bellal,TBA,TBA,TBA,1464
492,GERM,3290,German Studies Roundtable,19202,1,Discussion,1,15,New Cabell Hall 209,Sophie Schaffeld,1700,1800,3,1530
493,GETR,3390,Nazi Germany,13329,101,Discussion,0,20,New Cabell Hall 368,Emily Matson,1600,1650,4,1548
494,GETR,3390,Nazi Germany,13330,102,Discussion,0,20,Nau Hall 241,Emily Matson,1700,1750,4,1548
495,GETR,3390,Nazi Germany,19750,103,Discussion,0,20,Nau Hall 141,Emily Matson,1800,1850,4,1548
496,HIAF,2002,Modern African History,12321,101,Discussion,0,20,New Cabell Hall 291,Yuchen Zhao,1600,1650,4,1561
497,HIAF,2002,Modern African History,12322,102,Discussion,0,20,New Cabell Hall 058,Yuchen Zhao,1700,1750,4,1561
498,HIAF,2002,Modern African History,12323,103,Discussion,0,20,Nau Hall 142,Yuchen Zhao,1800,1850,4,1561
499,HIEU,2041,Roman Republic and Empire,11763,101,Discussion,0,20,Kerchof Hall 317,Stephanie Lawton,1600,1650,3,1579
500,HIEU,2041,Roman Republic and Empire,11764,102,Discussion,0,20,New Cabell Hall 115,Stephanie Lawton,1800,1850,3,1579
501,HIEU,2041,Roman Republic and Empire,11765,103,Discussion,0,20,New Cabell Hall 183,Joshua MacKay,1200,1250,5,1579
502,HIEU,2041,Roman Republic and Empire,12637,104,Discussion,0,20,New Cabell Hall 187,Stephanie Lawton,1200,1250,5,1579
503,HIEU,2041,Roman Republic and Empire,12638,105,Discussion,0,20,New Cabell Hall 032,Joshua MacKay,1300,1350,5,1579
504,HIEU,2041,Roman Republic and Empire,12639,106,Discussion,0,20,New Cabell Hall 032,Joshua MacKay,1400,1450,5,1579
505,HIEU,2072,Modern Europe and the World,18715,101,Discussion,0,20,New Cabell Hall 058,Daniel Sunshine,1600,1650,3,1580
506,HIEU,2072,Modern Europe and the World,18716,102,Discussion,0,20,New Cabell Hall 032,Daniel Sunshine,1700,1750,3,1580
507,HIEU,2072,Modern Europe and the World,18717,103,Discussion,0,20,New Cabell Hall 191,Daniel Sunshine,1300,1350,4,1580
508,HIEU,2102,Modern Jewish History,18720,101,Discussion,0,20,New Cabell Hall 415,Amy Fedeski,1600,1650,4,1581
509,HIEU,2102,Modern Jewish History,18721,102,Discussion,0,20,Nau Hall 141,Amy Fedeski,1700,1750,4,1581
510,HIEU,2102,Modern Jewish History,18722,103,Discussion,0,20,New Cabell Hall 168,Amy Fedeski,1800,1850,4,1581
511,HIEU,2112,Britain since 1688: From the Glorious Revolution to Brexit,18725,101,Discussion,0,20,The Rotunda Room 150,Christopher Maternowski,1800,1850,4,1582
512,HIEU,2112,Britain since 1688: From the Glorious Revolution to Brexit,18726,102,Discussion,0,20,New Cabell Hall 332,Christopher Maternowski,1300,1350,5,1582
513,HIEU,2112,Britain since 1688: From the Glorious Revolution to Brexit,18727,103,Discussion,0,20,New Cabell Hall 332,Christopher Maternowski,1400,1450,5,1582
514,HIEU,2721,"Supernatural Europe, 1500-1800",18740,101,Discussion,0,20,The Rotunda Room 152,Thomas Davidson,1700,1750,3,1585
515,HIEU,2721,"Supernatural Europe, 1500-1800",18741,102,Discussion,0,20,New Cabell Hall 183,Thomas Davidson,1600,1650,3,1585
516,HIEU,2721,"Supernatural Europe, 1500-1800",18742,103,Discussion,0,20,The Rotunda Room 152,Thomas Davidson,1800,1850,3,1585
517,HIEU,3021,Greek and Roman Warfare,18747,101,Discussion,0,20,Nau Hall 241,Henry Lanphier,900,950,4,1587
518,HIEU,3021,Greek and Roman Warfare,18748,102,Discussion,0,20,Nau Hall 241,Henry Lanphier,1000,1050,4,1587
519,HIEU,3021,Greek and Roman Warfare,18749,103,Discussion,0,20,Nau Hall 241,Henry Lanphier,1100,1150,4,1587
520,HIEU,3021,Greek and Roman Warfare,18750,104,Discussion,0,20,New Cabell Hall 368,Lily van Diepen,1000,1050,5,1587
521,HIEU,3021,Greek and Roman Warfare,18751,105,Discussion,0,20,New Cabell Hall 338,Lily van Diepen,1100,1150,5,1587
522,HIEU,3021,Greek and Roman Warfare,18752,106,Discussion,0,20,New Cabell Hall 415,Lily van Diepen,1200,1250,5,1587
523,HIEU,3141,Anglo-Saxon England,18760,101,Discussion,0,20,Monroe Hall 118,Alexandra Garrett,1600,1650,3,1588
524,HIEU,3141,Anglo-Saxon England,18761,102,Discussion,0,20,Lower West Oval Room 102,Alexandra Garrett,1700,1750,3,1588
525,HIEU,3141,Anglo-Saxon England,18762,103,Discussion,0,20,Brooks Hall 103,Alexandra Garrett,1800,1850,3,1588
526,HIEU,3390,Nazi Germany,18782,101,Discussion,0,20,New Cabell Hall 368,Emily Matson,1600,1650,4,1589
527,HIEU,3390,Nazi Germany,18783,102,Discussion,0,20,Nau Hall 241,Emily Matson,1700,1750,4,1589
528,HIEU,3390,Nazi Germany,18784,103,Discussion,0,20,Nau Hall 141,Emily Matson,1800,1850,4,1589
529,HILA,2002,"Modern Latin America, 1824 to Present",10586,101,Discussion,0,20,Shannon House 109,Joseph Foley,1400,1450,5,1597
530,HILA,2002,"Modern Latin America, 1824 to Present",10587,102,Discussion,0,20,Shannon House 109,Joseph Foley,1200,1250,5,1597
531,HILA,2002,"Modern Latin America, 1824 to Present",10588,103,Discussion,0,20,Shannon House 109,Joseph Foley,1300,1350,5,1597
532,HISA,3003,Twentieth-Century South Asia,18743,101,Discussion,0,20,Monroe Hall 114,Clayton Butler,1000,1050,5,1604
533,HISA,3003,Twentieth-Century South Asia,18744,102,Discussion,0,20,Maury Hall 113,Clayton Butler,1100,1150,5,1604
534,HISA,3003,Twentieth-Century South Asia,18745,103,Discussion,0,20,New Cabell Hall 383,Clayton Butler,1200,1250,5,1604
535,HIST,2214,The Cold War,18730,101,Discussion,0,20,pbell Hall 108,Matthew Frakes,1900,750pmC,3,1606
536,HIST,2214,The Cold War,18731,102,Discussion,0,20,pbell Hall 108,Matthew Frakes,1700,550pmC,3,1606
537,HIST,2214,The Cold War,18732,103,Discussion,0,20,pbell Hall 108,Matthew Frakes,1800,650pmC,3,1606
538,HIST,2214,The Cold War,18733,104,Discussion,0,20,Nau Hall 141,Meghan Herwig,1000,1050,5,1606
539,HIST,2214,The Cold War,18734,105,Discussion,0,20,New Cabell Hall 191,Meghan Herwig,1400,1450,5,1606
540,HIST,2214,The Cold War,18735,106,Discussion,0,20,New Cabell Hall 207,Meghan Herwig,1300,1350,5,1606
541,HIUS,2002,American History Since 1865,18704,101,Discussion,0,20,Gibson Hall 041,Donovan Fifield,1600,1650,4,1660
542,HIUS,2002,American History Since 1865,18705,102,Discussion,0,20,Gibson Hall 142,Donovan Fifield,1700,1750,4,1660
543,HIUS,2002,American History Since 1865,18706,103,Discussion,0,20,Gibson Hall 142,Donovan Fifield,1800,1850,4,1660
544,HIUS,2051,United States Military History 1600-1900,18708,101,Discussion,0,20,New Cabell Hall 191,Ian Iverson,1300,1350,3,1661
545,HIUS,2051,United States Military History 1600-1900,18709,102,Discussion,0,20,Maury Hall 113,Ian Iverson,1400,1450,3,1661
546,HIUS,2051,United States Military History 1600-1900,18710,103,Discussion,0,20,New Cabell Hall 383,Ian Iverson,1700,1750,3,1661
547,HIUS,2051,United States Military History 1600-1900,18711,104,Discussion,0,20,Dell 2 101,Daniele Celano,1000,1050,5,1661
548,HIUS,2051,United States Military History 1600-1900,18712,105,Discussion,0,20,Dell 2 101,Daniele Celano,1100,1150,5,1661
549,HIUS,2051,United States Military History 1600-1900,18713,106,Discussion,0,20,Dell 2 100,Daniele Celano,1200,1250,5,1661
550,HIUS,3051,"The Age of Jefferson and Jackson, 1789-1845",12972,101,Discussion,0,20,New Cabell Hall 411,Alice King,900,950,4,1662
551,HIUS,3051,"The Age of Jefferson and Jackson, 1789-1845",12973,102,Discussion,0,20,Nau Hall 142,Alice King,1200,1250,3,1662
552,HIUS,3051,"The Age of Jefferson and Jackson, 1789-1845",12974,103,Discussion,0,20,New Cabell Hall 187,Alice King,1300,1350,3,1662
553,HIUS,3072,The Civil War and Reconstruction,18756,101,Discussion,0,20,Nau Hall 142,Kevin Caprice,900,950,5,1663
554,HIUS,3072,The Civil War and Reconstruction,18757,102,Discussion,0,20,Ruffner Hall 123,Kevin Caprice,1100,1150,5,1663
555,HIUS,3072,The Civil War and Reconstruction,18758,103,Discussion,0,20,Ruffner Hall 123,Kevin Caprice,1200,1250,5,1663
556,HIUS,3161,"Viewing America, 1940 to 1980",18764,101,Discussion,0,20,New Cabell Hall 187,Mina Lee,1000,1050,4,1664
557,HIUS,3161,"Viewing America, 1940 to 1980",18765,102,Discussion,0,20,New Cabell Hall 115,Mina Lee,1100,1150,4,1664
558,HIUS,3161,"Viewing America, 1940 to 1980",18766,103,Discussion,0,20,New Cabell Hall 207,Mina Lee,1200,1250,4,1664
559,HIUS,3161,"Viewing America, 1940 to 1980",18767,104,Discussion,0,20,Gibson Hall 242,Stefan Lund,1000,1050,5,1664
560,HIUS,3161,"Viewing America, 1940 to 1980",18768,105,Discussion,0,20,Nau Hall 242,Stefan Lund,1100,1150,5,1664
561,HIUS,3161,"Viewing America, 1940 to 1980",18769,106,Discussion,0,20,New Cabell Hall 489,Stefan Lund,1200,1250,5,1664
562,HIUS,3171,"US Since 1945: People, Politics, Power",18773,101,Discussion,0,20,Gibson Hall 141,Brianna Kirk,1000,1050,5,1665
563,HIUS,3171,"US Since 1945: People, Politics, Power",18774,102,Discussion,0,20,Nau Hall 241,Brianna Kirk,1100,1150,5,1665
564,HIUS,3171,"US Since 1945: People, Politics, Power",18775,103,Discussion,0,20,Nau Hall 141,Brianna Kirk,1300,1350,5,1665
565,HIUS,3261,History of the American West,18777,101,Discussion,0,20,Nau Hall 242,Jennifer Levin,1000,1050,5,1666
566,HIUS,3261,History of the American West,18778,102,Discussion,0,20,Nau Hall 142,Jennifer Levin,1100,1150,5,1666
567,HIUS,3261,History of the American West,18779,103,Discussion,0,20,Nau Hall 241,Jennifer Levin,1300,1350,5,1666
568,HIUS,3652,Afro-American History since 1865,18803,101,Discussion,0,20,Kerchof Hall 317,Chloe Porche,1400,1450,3,1672
569,HIUS,3652,Afro-American History since 1865,18804,102,Discussion,0,20,Maury Hall 113,Chloe Porche,1700,1750,4,1672
570,HIUS,3652,Afro-American History since 1865,18805,103,Discussion,0,20,Gibson Hall 241,Chloe Porche,1800,1850,4,1672
571,MATH,1190,A Survey of Calculus I with Algebra,10285,101,Discussion,0,40,Monroe Hall 124,Donnelly Phillips,1200,1250,5,1696
572,MATH,1310,Calculus I,10296,101,Discussion,0,28,New Cabell Hall 368,Mark Lewers,1100,1150,5,1712
573,MATH,1310,Calculus I,10297,201,Discussion,0,28,Gibson Hall 041,Veronica Shalotenko,1700,1750,4,1713
574,MATH,1320,Calculus II,12196,101,Discussion,0,28,New Cabell Hall 368,Bogdan Krstic,1700,1750,4,1714
575,MATH,1320,Calculus II,12078,201,Discussion,0,28,New Cabell Hall 368,Evangelos Dimou,1300,1350,5,1715
576,MATH,1320,Calculus II,10300,301,Discussion,0,28,Gibson Hall 041,Matthew Gagne,1300,1350,5,1716
577,MATH,1320,Calculus II,13357,401,Discussion,0,28,New Cabell Hall 368,Evangelos Dimou,1200,1250,5,1717
578,MATH,1320,Calculus II,19603,501,Discussion,0,28,Gibson Hall 041,Christopher Chung,1000,1050,5,1718
579,MATH,2310,Calculus III,10304,101,Discussion,0,45,Monroe Hall 124,Yaolong Shen,1700,1750,2,1719
580,MATH,2310,Calculus III,10305,201,Discussion,0,45,Rouss Hall 403,Wojciech Tralle,800,850,4,1720
581,MATH,2310,Calculus III,10306,301,Discussion,0,45,New Cabell Hall 323,Aoran Wu,1700,1750,1,1721
582,MATH,3000,Transition to Higher Mathematics,12535,101,Discussion,0,35,Rouss Hall 403,William Craig,1700,1750,3,1722
583,MATH,3250,Ordinary Differential Equations,10310,101,Discussion,0,40,Clark Hall G004,Tanner Carawan,1700,1750,2,1726
584,MATH,3250,Ordinary Differential Equations,10309,201,Discussion,0,45,Monroe Hall 116,Badri Vishal Pandey,1700,1750,4,1727
585,MATH,3250,Ordinary Differential Equations,12260,301,Discussion,0,45,Rouss Hall 403,Kian cheong Aik,800,850,2,1728
586,MATH,3315,Advanced Calculus and Linear Algebra II,12081,101,Discussion,0,20,New Cabell Hall 383,Alec Traaseth,1700,1750,1,1732
587,MDST,2000,Introduction to Media Studies,12227,101,Discussion,0,20,Gibson Hall 141,Caleb Hendrickson,1700,1750,1,1811
588,MDST,2000,Introduction to Media Studies,12228,102,Discussion,0,20,Wilson Hall 244,Caleb Hendrickson,1800,1850,1,1811
589,MDST,2000,Introduction to Media Studies,12229,103,Discussion,0,20,Wilson Hall 244,Caleb Hendrickson,1900,1950,1,1811
590,MDST,2000,Introduction to Media Studies,12230,104,Discussion,0,20,New Cabell Hall 115,Shifa Noor,1700,1750,2,1811
591,MDST,2000,Introduction to Media Studies,12231,105,Discussion,0,20,Wilson Hall 214,Shifa Noor,1800,1850,2,1811
592,MDST,2000,Introduction to Media Studies,12232,106,Discussion,0,20,Wilson Hall 244,Shifa Noor,1900,1950,2,1811
593,MDST,2000,Introduction to Media Studies,12233,107,Discussion,0,20,Gibson Hall 041,Kyle Chattleton,1700,1750,3,1811
594,MDST,2000,Introduction to Media Studies,12234,108,Discussion,0,20,Wilson Hall 244,Kyle Chattleton,1800,1850,3,1811
595,MDST,2000,Introduction to Media Studies,13250,110,Discussion,0,20,Physics Bldg 218,Kyle Chattleton,1700,1750,4,1811
596,MDST,2000,Introduction to Media Studies,13253,113,Discussion,0,20,Bryan Hall 328,Alexander Welch,1000,1050,5,1811
597,MDST,2000,Introduction to Media Studies,13254,114,Discussion,0,20,Gibson Hall 241,Alexander Welch,1100,1150,5,1811
598,MDST,2000,Introduction to Media Studies,13255,115,Discussion,0,20,Gibson Hall 041,Alexander Welch,1200,1250,5,1811
599,MDST,2305,"Podcasting, Radio and Sound Production",17707,1,Laboratory,3,15,New Cabell Hall 268,Elliot Majerczyk,1730,2000,3,1811
600,MDST,3830,History of Film I,17731,101,Laboratory,0,30,Bryan Hall 328,Matthew Marshall,1900,2100,1,1837
601,MEST,3470,Language and Culture in the Middle East,19369,101,Discussion,0,20,Brooks Hall 103,Tirajeh Tahvildar Akbari,1700,1750,3,1903
602,MEST,3470,Language and Culture in the Middle East,19370,102,Discussion,0,20,Brooks Hall 103,Tirajeh Tahvildar Akbari,1700,1750,4,1903
