,Department,Course_Num,Course_Name,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Professor,Start_Time,End_Time,Date_Nums,Discussion_Lab_Nums
1015,ENGL,2502,Masterpieces of English Literature,17771,1,SEM,3,18,Shannon House 111,Casey Ireland,1530,1645,"1, 3",None
1016,ENGL,2504,Major Authors of American Literature,17772,1,SEM,3,18,New Cabell Hall 309,Julia Dauer,1700,1815,"1, 3",None
1017,ENGL,2506,Studies in Poetry,17773,1,SEM,3,18,Shannon House 108,Micah Holmes,1100,1150,"1, 3, 5",None
1018,ENGL,2506,Studies in Poetry,17774,2,SEM,3,18,Bryan Hall 330,Walter Jost,1400,1515,"2, 4",None
1019,ENGL,2506,Studies in Poetry,17797,3,SEM,3,18,New Cabell Hall 309,Thomas Berenato,1530,1645,"2, 4",None
1020,ENGL,2506,Studies in Poetry,18187,4,SEM,3,18,New Cabell Hall 594,Sarah Storti,1400,1515,"2, 4",None
1021,ENGL,2506,Studies in Poetry,19454,5,SEM,3,18,Bryan Hall 330,Walter Jost,1530,1645,"2, 4",None
1022,ENGL,2507,Studies in Drama,17775,1,SEM,3,18,Bryan Hall 334,Adriana Streifer,1100,1215,"2, 4",None
1023,ENGL,2507,Studies in Drama,17776,2,SEM,3,18,Maury Hall 110,Rebecca Kastleman,1530,1645,"2, 4",None
1024,ENGL,2508,Studies in Fiction,17777,1,SEM,3,18,Bryan Hall 334,Karen Chase Levenson,930,1045,"2, 4",None
1025,ENGL,2508,Studies in Fiction,17778,2,SEM,3,18,Shannon House 108,Natalie Thompson,1200,1250,"1, 3, 5",None
1026,ENGL,2508,Studies in Fiction,17799,3,SEM,3,16,Bryan Hall 203,Grace Vasington,1400,1515,"1, 3",None
1027,ENGL,2527,Shakespeare,17798,1,SEM,3,18,New Cabell Hall 058,Matthew Davis,930,1045,"2, 4",None
1028,ENGL,2527,Shakespeare,19457,2,SEM,3,18,Bryan Hall 235,Katharine Maus,1400,1515,"1, 3",None
1029,ENGL,2560,Contemporary Literature,17779,1,Lecture,3,18,Wilson Hall 244,Grace Alvino,1700,1815,"2, 4",None
1030,ENGL,2570,Modern American Authors,19749,1,SEM,3,18,New Cabell Hall 389,Sophie Abramowitz,1530,1645,"2, 4",None
1031,ENGL,2572,Black Writers in America,19990,1,SEM,3,18,New Cabell Hall 395,Dionte Harris,1700,1815,"1, 3",None
1032,ENGL,2592,Women in Literature,17781,1,SEM,3,17,New Cabell Hall 068,Susan Fraiman,1400,1515,"2, 4",None
1033,ENGL,2599,Special Topics,17792,1,SEM,3,18,Monroe Hall 114,Sarah Cole,1530,1645,"1, 3",None
1034,ENGL,2599,Special Topics,17793,2,SEM,3,18,Bryan Hall 334,Kathryn Webb-Destefano,1700,1815,"1, 3",None
1035,ENGL,2599,Special Topics,17794,3,SEM,3,18,McLeod Hall 5060,Lara Musser,1400,1515,"1, 3",None
1036,ENGL,2599,Special Topics,17795,4,SEM,3,18,Shannon House 111,Lindgren Johnson,1400,1515,"2, 4",None
1037,ENGL,2599,Special Topics,19455,5,SEM,3,16,Bryan Hall 310,Jon D'Errico,1000,1050,"1, 3, 5",None
1038,ENGL,2599,Special Topics,19456,6,SEM,3,20,Bryan Hall 328,Cynthia Wall,1400,1515,"1, 3",None
1039,ENGL,3002,History of Literatures in English II,10145,100,Lecture,3,240,Maury Hall 209,John O'Brien+1,1100,1150,"1, 3","428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443"
1040,ENGL,3025,African American English,17854,1,Lecture,3,30,New Cabell Hall 485,Connie Smith,1100,1215,"2, 4",None
1041,ENGL,3100,Old Icelandic Literature in Translation,17806,1,Lecture,3,30,Bryan Hall 328,John Casteen,1530,1645,"2, 4",None
1042,ENGL,3161,Chaucer I,17807,1,Lecture,3,30,Bryan Hall 328,John Bugbee,930,1045,"2, 4",None
1043,ENGL,3260,Milton,19645,1,Lecture,3,25,Maury Hall 113,Clare Kinney,1400,1515,"2, 4",None
1044,ENGL,3273,Shakespeare: Tragedies and Romances,17809,100,Lecture,3,60,Gilmer Hall 190,Katharine Maus,1200,1250,"1, 3","444, 445, 446, 447"
1045,ENGL,3310,Eighteenth-Century Women Writers,17819,1,Lecture,3,30,Wilson Hall 214,Alison Hurley,1100,1215,"2, 4",None
1046,ENGL,3380,The English Novel I,17820,1,Lecture,3,30,Bryan Hall 328,Cynthia Wall,1530,1645,"1, 3",None
1047,ENGL,3430,American Literature to 1865,17856,1,Lecture,3,30,Wilson Hall 238,Julia Dauer,1400,1515,"1, 3",None
1048,ENGL,3482,The Fiction of Empire,17821,1,Lecture,3,30,Wilson Hall 238,Paul Cantor,1530,1645,"1, 3",None
1049,ENGL,3500,Studies in English Literature,17822,1,Lecture,3,30,Bryan Hall 328,Brad Pasanek,1400,1515,"2, 4",None
1050,ENGL,3540,Studies in Nineteenth-Century Literature,17823,1,Lecture,3,30,Dell 2 100,Cristina Griffin,1230,1345,"2, 4",None
1051,ENGL,3559,New Course in English Literature,17852,1,Lecture,3,20,New Cabell Hall 395,Lorna Martens,1100,1215,"2, 4",None
1052,ENGL,3559,New Course in English Literature,17853,2,Lecture,3,20,New Cabell Hall 209,Lorna Martens,1400,1515,"2, 4",None
1053,ENGL,3560,Studies in Modern and Contemporary Literature,17824,1,Lecture,3,24,New Cabell Hall 338,Njelle Hamilton,1530,1645,"1, 3",None
1054,ENGL,3570,Studies in American Literature,19545,1,Lecture,3,30,New Cabell Hall 485,Mark Edmundson,1230,1345,"2, 4",None
1055,ENGL,3610,Global Cultural Studies,12624,100,Lecture,3,165,Nau Hall 101,Michael Levenson,1300,1350,"1, 3","448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458"
1056,ENGL,3740,Introduction to Asian American Studies,17827,100,Lecture,3,60,Maury Hall 104,Sylvia Chong,1000,1050,"1, 3","459, 460, 461, 462"
1057,ENGL,3940,Tutoring Peer Writers,19709,1,SEM,3,16,Mechanical Engineering 305,Marcus Meade,1230,1345,"2, 4",None
1058,ENGL,3960,The Lyric,17832,1,Lecture,3,30,Dell 2 100,John Parker,1400,1515,"1, 3",None
1059,ENGL,3972,History of Drama II: Neo-Classicism to Now,17857,1,Lecture,3,30,Bryan Hall 328,Rebecca Kastleman,1230,1345,"2, 4",None
1060,ENGL,4270,Shakespeare Seminar,17833,1,SEM,3,15,Bryan Hall 233,John Parker,1230,1345,"1, 3",None
1061,ENGL,4520,Seminar in Renaissance Literature,17834,1,SEM,3,18,Bryan Hall 330,Rebecca Rush,1230,1345,"2, 4",None
1062,ENGL,4530,Seminar in Eighteenth-Century Literature,17835,1,SEM,3,18,Cocke Hall 101,Kelly Fleming,1230,1345,"2, 4",None
1063,ENGL,4540,Seminar in Nineteenth-Century Literature,17837,1,SEM,3,18,New Cabell Hall 209,Paul Cantor,1530,1645,"2, 4",None
1064,ENGL,4540,Seminar in Nineteenth-Century Literature,17858,2,SEM,3,18,New Cabell Hall 594,Indu Ohri,1530,1645,"1, 3",None
1065,ENGL,4559,New Course in English Literature,17838,1,Lecture,3,18,Bryan Hall 312,Lisa Woolfork,930,1045,"2, 4",None
1066,ENGL,4560,Seminar in Modern and Contemporary Literature,18188,3,SEM,3,18,Bryan Hall 310,Njelle Hamilton,1400,1515,"1, 3",None
1067,ENGL,4561,Seminar in Modern Literature and Culture,17841,1,SEM,3,18,Maury Hall 113,Kelli Shermeyer,1700,1815,"1, 3",None
1068,ENGL,4561,Seminar in Modern Literature and Culture,17842,2,SEM,3,18,Maury Hall 113,Mark Edmundson,1530,1645,"2, 4",None
1069,ENGL,4561,Seminar in Modern Literature and Culture,18189,3,SEM,3,18,Lower West Oval Room 102,Jahan Ramazani,1400,1515,"1, 3",None
1070,ENGL,4561,Seminar in Modern Literature and Culture,18190,4,SEM,3,18,Bryan Hall 235,Sandhya Shukla,1230,1345,"2, 4",None
1071,ENGL,4561,Seminar in Modern Literature and Culture,19739,5,SEM,3,18,New Cabell Hall 594,Christopher Krentz,1400,1515,"1, 3",None
1072,ENGL,4570,Seminar in American Literature since 1900,17845,1,SEM,3,18,New Cabell Hall 183,Marlon Ross,1530,1800,4,None
1073,ENGL,4580,Seminar in Literary Criticism,17847,1,SEM,3,18,Bryan Hall 332,Rita Felski,1530,1645,"1, 3",None
1074,ENGL,4580,Seminar in Literary Criticism,18191,2,SEM,3,18,Shannon House 109,K. Ian Grandison,1700,1930,2,None
1075,ENGL,4590,Seminar in Literary Genres,17850,2,SEM,3,18,Bryan Hall 334,Karen Chase Levenson,1230,1345,"2, 4",None
1076,ENGL,4999,Distinguished Majors Program,17849,1,IND,3,18,TBA,John Parker,TBA,TBA,TBA,None
1077,ENGL,5101,Beowulf,17862,1,SEM,3,20,Bryan Hall 328,Peter Baker,1100,1215,"2, 4",None
1078,ENGL,5559,New Course in English Literature,17863,1,SEM,3,18,Bryan Hall 310,Clare Kinney,1100,1215,"2, 4",None
1079,ENGL,5559,New Course in English Literature,17864,2,SEM,3,15,Bryan Hall 233,James Kinney,1100,1215,"1, 3",None
1080,ENGL,5559,New Course in English Literature,18192,3,SEM,3,18,Wilson Hall 238,Mrinalini Chakravorty,1700,1815,"1, 3",None
1081,ENGL,5559,New Course in English Literature,18193,4,SEM,3,18,Bryan Hall 203,Caroline Rody,1400,1515,"2, 4",None
1082,ENGL,5830,"Introduction to World Religions, World Literatures",13206,1,SEM,3,18,Bryan Hall 203,Caroline Rody,1400,1515,"2, 4",None
1083,ENGL,5831,"Proseminar in World Religions, World Literature",13208,1,SEM,1,14,Fayerweather Hall 208,Peter Ochs,1400,1500,3,None
1084,ENGL,5900,Counterpoint Seminar in Teaching Modern Literature,18198,1,SEM,3,19,New Cabell Hall 191,Hallie Richmond,1830,2100,1,None
1085,ENGL,8330,Early American Literature,17879,1,Lecture,3,15,Bryan Hall 235,Anna Brickhouse,1700,1930,3,None
1086,ENGL,8520,Studies in Renaissance Literature,17878,1,SEM,3,15,Bryan Hall 233,Rebecca Rush,930,1045,"2, 4",None
1087,ENGL,8540,Studies in Nineteenth-Century Literature,17880,1,SEM,3,15,New Cabell Hall 594,Victoria Olwell,1230,1345,"2, 4",None
1088,ENGL,8540,Studies in Nineteenth-Century Literature,20333,2,SEM,3,18,New Cabell Hall 209,Paul Cantor,1530,1645,"2, 4",None
1089,ENGL,8559,New Course in English Literature,17881,1,Lecture,3,15,Maury Hall 115,Sandhya Shukla,1530,1800,2,None
1090,ENGL,8559,New Course in English Literature,17883,2,Lecture,3,15,Bryan Hall 233,Bruce Holsinger,1600,1830,2,None
1091,ENGL,8559,New Course in English Literature,18194,3,Lecture,3,20,Wilson Hall 244,John Unsworth,1600,1715,"1, 3",None
1092,ENGL,8596,Form and Theory of Poetry,17888,1,SEM,3,16,New Cabell Hall 287,Brian Teare,1530,1800,2,None
1093,ENGL,8598,Form and Theory of Fiction,17893,1,SEM,3,14,Brooks Hall 103,Micheline Marcom,1400,1630,3,None
1094,ENGL,8900,Pedagogy Seminar,17882,1,SEM,1,14,New Cabell Hall 056,Tamika Carey,1700,1930,4,None
1095,ENGL,8900,Pedagogy Seminar,19054,2,SEM,1,18,Wilson Hall 214,Kevin Smith,1700,1930,3,None
1096,ENGL,8900,Pedagogy Seminar,19673,3,SEM,1,18,Bryan Hall 334,James Livingood,1300,1350,1,None
1097,ENGL,8993,Independent Study,18195,1,IND,1,3,TBA,Sylvia Chong,TBA,TBA,TBA,None
1098,ENGL,8993,Independent Study,20537,2,IND,1,30,TBA,Rita Felski,TBA,TBA,TBA,None
1099,ENGL,8993,Independent Study,20538,3,IND,1,30,TBA,Julia Mahoney,TBA,TBA,TBA,None
1100,ENGL,8993,Independent Study,20542,4,IND,1,30,TBA,Herbert Tucker,TBA,TBA,TBA,None
1101,ENGL,8998,M.A. Thesis,17889,2,IND,3,30,TBA,Caroline Rody,TBA,TBA,TBA,None
1102,ENGL,8999,"Non-Topical Research, Preparation for Research",17890,1,IND,1,60,TBA,Caroline Rody,TBA,TBA,TBA,None
1103,ENGL,9560,Advanced Studies in Modern and Contemporary Literature,17885,1,SEM,3,15,Lower West Oval Room 102,Jahan Ramazani,1530,1645,"1, 3",None
1104,ENGL,9580,Advanced Studies in Critical Theory,17886,1,SEM,3,15,New Cabell Hall 187,Rita Felski,1830,2100,1,None
1105,ENGL,9710,Woodson Institute Fellows Pre- and Post-Doctoral Research,11505,1,IND,12,15,TBA,Deborah McDowell,TBA,TBA,TBA,None
1106,ENGL,9800,Introduction to Textual Criticism and Scholarly Editing,17887,1,Lecture,3,15,Bryan Hall 233,David Vander Meulen,930,1200,5,None
1107,ENGL,9995,Dissertation Seminar,17891,1,SEM,3,15,Bryan Hall 233,John O'Brien,1830,2100,1,None
1108,ENGL,9998,"Non-Topical Research, Preparation for Doctoral Research",17892,1,IND,1,100,TBA,Caroline Rody,TBA,TBA,TBA,None
1109,ENGL,9999,Non-Topical Research,17894,1,IND,1,200,TBA,Caroline Rody,TBA,TBA,TBA,None
1110,ENWR,1506,Writing & Critical Inquiry Stretch II,10159,1,SEM,3,12,New Cabell Hall 038,Kate Kostelnik,930,1045,"2, 4",None
1111,ENWR,1506,Writing & Critical Inquiry Stretch II,10160,2,SEM,3,12,Bryan Hall 312,Claire Chantell,1230,1345,"2, 4",None
1112,ENWR,1506,Writing & Critical Inquiry Stretch II,10161,3,SEM,3,11,Bryan Hall 312,Claire Chantell,1100,1215,"2, 4",None
1113,ENWR,1506,Writing & Critical Inquiry Stretch II,10162,4,SEM,3,12,Bryan Hall 203,Patricia Sullivan,1200,1250,"1, 3, 5",None
1114,ENWR,1506,Writing & Critical Inquiry Stretch II,11601,6,SEM,3,11,Bryan Hall 203,Patricia Sullivan,1300,1350,"1, 3, 5",None
1115,ENWR,1506,Writing & Critical Inquiry Stretch II,12467,7,SEM,3,12,Ruffner Hall 125,Marcus Meade,930,1045,"2, 4",None
1116,ENWR,1506,Writing & Critical Inquiry Stretch II,13758,8,SEM,3,12,New Cabell Hall 038,Kate Kostelnik,1100,1215,"2, 4",None
1117,ENWR,1508,Writing & Critical Inquiry Stretch II for Multilingual Writers,10163,1,SEM,3,10,Ruffner Hall 125,Mahmoud Abdi tabari,1100,1215,"2, 4",None
1118,ENWR,1508,Writing & Critical Inquiry Stretch II for Multilingual Writers,10164,2,SEM,3,10,New Cabell Hall 038,Mahmoud Abdi tabari,1530,1645,"2, 4",None
1119,ENWR,1510,Writing and Critical Inquiry,10664,2,SEM,3,18,New Cabell Hall 132,Katherine Rice,1700,1815,"1, 3",None
1120,ENWR,1510,Writing and Critical Inquiry,10665,4,SEM,3,18,Shannon House 109,Emily Nason,930,1045,"2, 4",None
1121,ENWR,1510,Writing and Critical Inquiry,11368,5,SEM,3,18,New Cabell Hall 168,Megan Haury,1530,1645,"2, 4",None
1122,ENWR,1510,Writing and Critical Inquiry,12386,6,SEM,3,18,Bryan Hall 334,Emily Lawson,1200,1250,"1, 3, 5",None
1123,ENWR,1510,Writing and Critical Inquiry,11737,8,SEM,3,18,New Cabell Hall 132,Charity Fowler,1530,1645,"2, 4",None
1124,ENWR,1510,Writing and Critical Inquiry,10666,9,SEM,3,18,Bryan Hall 312,Derek Cavens,1700,1815,"2, 4",None
1125,ENWR,1510,Writing and Critical Inquiry,10667,12,SEM,3,18,Bryan Hall 235,Tracey Wang,1100,1150,"1, 3, 5",None
1126,ENWR,1510,Writing and Critical Inquiry,10668,13,SEM,3,18,Bryan Hall 334,John Modica,1100,1150,"1, 3, 5",None
1127,ENWR,1510,Writing and Critical Inquiry,10669,14,SEM,3,18,Bryan Hall 332,Kelli Shermeyer,1200,1250,"1, 3, 5",None
1128,ENWR,1510,Writing and Critical Inquiry,10670,16,SEM,3,18,Bryan Hall 330,Alex Buckley,1700,1815,"2, 4",None
1129,ENWR,1510,Writing and Critical Inquiry,10671,17,SEM,3,18,Bryan Hall 330,Cherrie Kwok,1100,1150,"1, 3, 5",None
1130,ENWR,1510,Writing and Critical Inquiry,10672,18,SEM,3,18,Bryan Hall 312,John Casteen,1200,1250,"1, 3, 5",None
1131,ENWR,1510,Writing and Critical Inquiry,10673,19,SEM,3,18,Bryan Hall 310,Heidi Nobles,1200,1250,"1, 3, 5",None
1132,ENWR,1510,Writing and Critical Inquiry,10674,20,SEM,3,18,Bryan Hall 310,Emily Lawson,1300,1350,"1, 3, 5",None
1133,ENWR,1510,Writing and Critical Inquiry,10675,22,SEM,3,18,Bryan Hall 310,Sarah O'Brien,1530,1645,"2, 4",None
1134,ENWR,1510,Writing and Critical Inquiry,12348,23,SEM,3,18,Bryan Hall 330,Jon D'Errico,1300,1350,"1, 3, 5",None
1135,ENWR,1510,Writing and Critical Inquiry,10676,25,SEM,3,18,New Cabell Hall 064,Anna Martin-Beecher,1700,1815,"1, 3",None
1136,ENWR,1510,Writing and Critical Inquiry,10677,26,SEM,3,18,Astronomy Bldg 265,Anna Fleming,1530,1645,"1, 3",None
1137,ENWR,1510,Writing and Critical Inquiry,10678,27,SEM,3,18,Bryan Hall 334,Rebecca Foote,1000,1050,"1, 3, 5",None
1138,ENWR,1510,Writing and Critical Inquiry,10679,28,SEM,3,18,Bryan Hall 310,Kelly Fleming,1700,1815,"2, 4",None
1139,ENWR,1510,Writing and Critical Inquiry,11369,31,SEM,3,18,New Cabell Hall 183,Lara Musser,1700,1815,"1, 3",None
1140,ENWR,1510,Writing and Critical Inquiry,12267,32,SEM,3,18,New Cabell Hall 315,Jessica Walker,1700,1815,"1, 3",None
1141,ENWR,1510,Writing and Critical Inquiry,10681,34,SEM,3,18,Shannon House 111,Helena Chung,1400,1515,"1, 3",None
1142,ENWR,1510,Writing and Critical Inquiry,11951,36,SEM,3,18,Bryan Hall 310,Sarah Storti,900,950,"1, 3, 5",None
1143,ENWR,1510,Writing and Critical Inquiry,10682,38,SEM,3,18,Bryan Hall 332,Michael VanHoose,1230,1345,"2, 4",None
1144,ENWR,1510,Writing and Critical Inquiry,12268,39,SEM,3,18,Bryan Hall 310,Sarah O'Brien,1230,1345,"2, 4",None
1145,ENWR,1510,Writing and Critical Inquiry,10683,40,SEM,3,18,Bryan Hall 310,Sophie Abramowitz,930,1045,"2, 4",None
1146,ENWR,1510,Writing and Critical Inquiry,10684,41,SEM,3,18,New Cabell Hall 044,Matthew Martello,1700,1815,"1, 3",None
1147,ENWR,1510,Writing and Critical Inquiry,12269,42,SEM,3,18,Bryan Hall 310,Caleb Nolen,1700,1815,"1, 3",None
1148,ENWR,1510,Writing and Critical Inquiry,11954,43,SEM,3,18,Shannon House 109,Sarah Storti,1100,1150,"1, 3, 5",None
1149,ENWR,1510,Writing and Critical Inquiry,11370,44,SEM,3,18,Bryan Hall 330,Jon D'Errico,1200,1250,"1, 3, 5",None
1150,ENWR,1510,Writing and Critical Inquiry,11436,47,SEM,3,18,New Cabell Hall 027,Cassie Davies,1530,1645,"1, 3",None
1151,ENWR,1510,Writing and Critical Inquiry,11491,49,SEM,3,18,Shannon House 109,Cory Shaman,1230,1345,"2, 4",None
